Kind,ID,calories,carbohydrate,fat,protein,vitamine,vta,vtc,vte,carotene,thiamine,riboflavin,yansuan,cholesterol,mg,ca,iron,zinc,copper,mn,k,p,na,se
1,3449,36.22,2.41,0.64,5.62,0.48,41.36,2.5,1.33,187.82,0.01,0.16,1.23,75.97,46.51,83.93,8.7,1.35,0.11,0.65,176.35,78.33,610.38,26.86
1,3450,117.95,4.86,10.34,2.66,1.7,4.33,1.6,0.97,8.16,0.07,0.28,3.22,9.3,9.6,7.28,1.07,0.76,0.4,0.11,251.08,76.28,1382.45,0.52
1,3451,105.92,5.38,4.22,11.57,0.32,2.56,3.48,3.83,15.38,0.03,0.04,0.21,33.95,104.36,197.87,9.15,0.54,0.06,0.65,64.08,28.11,650.47,42.74
1,3452,56.2,4.96,3.84,1.07,0.67,122.52,6.62,1.43,736.75,0.03,0.04,0.36,0.99,22.07,32.24,0.99,0.19,0.04,0.13,139.95,23.91,112.93,2.31
1,3453,84.46,4.93,6.95,2.12,1.66,4.26,3.74,2.07,24.66,0.06,0.25,2.83,4.38,11.42,12.13,1.12,0.71,0.35,0.11,250.67,73.92,276.85,0.6
1,3454,185.14,30.81,2.93,9.03,4.25,18.05,15.77,4.18,0.98,0.22,0.08,1.55,6.13,58.45,50.77,2.46,1.11,0.27,0.53,496.25,122.86,376.22,1.95
1,3455,210.95,8.72,11.32,17.89,0.11,2.87,0.71,5.88,2.6,0,0.19,2.57,155.95,178.31,72.55,2.51,2.25,0.56,0.71,265.19,85.84,213.51,60.52
1,3456,98.26,5.5,7.61,3.7,1.76,385.16,58.17,5.04,2308.39,0.05,0.1,0.97,0,18.7,36.35,3.95,0.72,0.19,0.72,205.21,60.6,316.79,0.98
1,3457,58,8,0.7,4.8,1,995,56,0,0,0.13,0.28,1.4,0,66,174,3.4,0.32,0.64,1.41,495,40,41.6,0
1,3458,46.01,2.39,1.28,6.73,0.57,150,22.03,1.13,54.83,0.02,0.12,0.57,59.65,16.58,150.59,15.71,3.76,0.09,34.59,111.56,190.66,314.8,11.89
1,3459,32.88,5.06,0.34,2.98,0.6,16.45,4.35,1.22,77.83,0.02,0.09,0.59,0,29.28,109.1,1.32,0.8,0.2,0.2,127.5,40.74,350.5,5.8
1,3460,165.38,4.79,16.63,1.22,1.2,11.35,37.17,0.23,55.92,0.03,0.02,0.41,0,18.3,19.46,0.33,0.15,0.03,0.1,159.53,35.7,434.75,0.22
1,3461,74.64,12.82,2.28,1.62,1.13,7.66,16.28,0.23,28.74,0.05,0.03,0.74,0,16.95,9.57,0.68,0.28,0.08,0.12,237.35,32.46,250.16,0.57
1,3462,45.86,8.14,0.95,3.59,3.5,208.22,20.93,1.43,1.64,0.06,0.08,0.88,0,40.86,86.96,2.76,0.87,0.14,1.26,301,74.58,500.72,1.32
1,3463,88.6,5.05,7.49,2.16,1.96,3.41,1.65,3.49,19.16,0.05,0.23,2.68,0,9.09,7.42,1.12,0.67,0.34,0.12,223.08,67.05,358.33,0.42
1,3464,86.77,2.75,8.73,13.33,0.63,14.73,3.85,0.18,88.11,0.01,0.02,0.24,0,6.23,38.57,1.68,0.17,0.03,0.23,47.87,123.89,208.09,0.16
1,3465,53.69,2.16,4.93,14.56,0.11,1.65,1.26,0.03,9.43,0.01,0.01,0.07,0,2.79,33.69,1.5,0.03,0.01,0.04,14.06,128.82,305.14,0.2
1,3466,193.41,20.68,6.4,13.42,0.21,7.49,1.85,0.29,45.04,0.04,0.03,0.43,0,10.73,7.53,0.46,0.4,0.06,0.37,36.42,33.9,549.75,0.72
1,3467,215.4,5.5,19.29,6.81,0.82,26.34,24.69,1.65,43.36,0.04,0.1,1.74,33.76,19.46,10.61,1.32,0.72,0.14,0.19,206.42,62.82,33.89,4.75
1,3468,1.42,0.05,0,17.14,0,0,0,0,0,0,0,0,0,0.03,38.03,1.6,0,0,0,0.09,148.82,250.18,0.01
1,3469,79.01,1.3,2.45,13.46,0.43,2.23,0.19,0.55,1.93,0.03,0.12,2.32,94.55,19.5,39.45,1.88,2.14,0.08,0.41,160.87,99.42,517.45,8.33
1,3470,18,3.36,0.1,1.58,0.79,19.74,30.57,0.75,118.46,0.04,0.05,0.6,0,11.13,49.73,0.72,0.38,0.05,0.15,0.45,30.92,460.49,0.51
1,3471,107.77,7.52,7.89,3.01,1.4,7.37,14.96,4.24,44.87,0.04,0.06,0.76,0,37.54,157.8,6,0.72,0.13,0.3,213.46,93.55,315.19,1.06
1,3472,46.3,10.28,0.28,2.74,2.16,39.44,17.84,4.12,234.74,0.07,0.08,1.33,0,29.38,26.55,0.56,0.52,0.13,0.38,108.76,60.43,189.1,0.72
1,3473,440.06,5.47,42.27,9.94,0.5,19.92,0,28.3,31.29,0.04,0.21,1.36,4.75,77.92,369.66,5.38,2.71,0.65,0.5,120.76,81.35,387.66,19.14
1,3474,178.55,26.55,3.2,12.11,1.2,19.57,0,0.31,6.71,0.31,0.15,2.37,33.99,17.54,39.95,1.42,1.66,0.3,0.16,245.19,92.29,62.23,5.1
1,3475,802.68,0,89.2,0,0,0,0,54.37,0,0,0,0,0,2.73,8.62,3.33,0.49,0.16,0.11,2.16,8.04,1059.22,0.03
1,3476,46.74,3.73,1.46,5.53,0.88,20.04,31.09,0.73,61.31,0.14,0.04,1.51,17.74,19.99,20.38,1.41,0.93,0.07,0.12,229.84,68.9,369.9,2.57
1,3477,705.56,16.35,70.48,1.63,0.13,0,0,43.09,0,0.03,0.02,0.27,0,9.32,8.97,2.85,0.69,0.17,0.37,22.1,31.9,559.11,0.54
1,3478,721.06,9.33,75.76,0.48,0.94,0.3,2.12,46.59,0,0.01,0.02,0.14,0,7.77,17.02,3.17,0.51,0.18,0.15,81.23,14.55,899.67,0.18
1,3479,142.3,4.29,0.47,30.31,0.08,0.25,0.75,0,1.5,0.06,0.14,0.86,0,10.7,5.7,2.95,0.74,0.02,0.04,26.39,136.15,136.25,1.6
1,3480,80.76,7.35,4.34,3.8,0.69,8.01,7.32,1.63,48.03,0.03,0.04,0.27,0,22.63,45.42,1.14,0.38,0.09,0.33,132.82,60.81,257.52,0.77
1,3481,302.45,6.57,28.95,4.49,0.71,3.6,0.32,12,1.13,0.02,0.08,0.27,11.04,5.02,5.69,1.31,0.16,0.05,0.04,37.6,9.38,293.5,1.69
1,3482,185.11,1.57,15.59,10.15,0.12,25.18,0.26,1.79,0.09,0.05,0.12,2.4,44.52,23.53,57.02,1.74,0.89,0.16,0.24,161.29,98.4,299.46,6.87
1,3483,119.17,31.76,4.9,8.82,0.61,8.59,1.37,0.06,51.53,0.01,0.01,0.21,0,7.29,9.23,0.47,0.13,0.03,0.08,73.66,17.77,945.28,0.26
1,3484,77.5,17.75,0.2,1.5,1.2,64,15.5,0.26,10,0.05,0.03,0.45,0,16,19.5,0.4,0.21,0.21,0.12,171.5,36.5,23.55,0.52
1,3485,93.93,3.51,8.92,0.56,0.66,11.73,15.92,2.17,71.63,0.01,0.01,0.29,5.59,8.17,19.3,0.42,0.1,0.07,0.06,72.98,11.96,236.97,0.24
1,3486,203.81,13.15,11.48,14.22,2.55,172.99,5.52,1.49,1004.11,0.31,0.15,3.32,31.1,35.74,19.37,2.19,1.53,0.23,0.33,292.6,137.67,235.42,4.82
1,3487,64.27,11.87,2.08,2.81,3.21,16.92,1.26,0.45,101.58,0.02,0.01,0.22,3.51,7.06,9.73,0.42,0.17,0.06,0.11,49.78,22.26,124.96,0.35
1,3488,107.12,20.5,1.49,4.03,3.03,32.67,10.24,1.43,75.21,0.06,0.14,1.33,0,28.12,32.1,5.62,0.57,0.28,0.78,453.37,78.64,340.19,1.37
1,3489,341.4,24.42,22.79,9.93,0.19,17.66,1.24,5.03,59.95,0.09,0.1,1.64,33.16,11.63,10.87,1.96,1,0.05,0.2,126.56,75.72,498.46,5.13
1,3490,108.44,6.84,4.64,10.59,0.37,9.38,2.28,0.42,10.02,0.03,0.05,1.02,99.69,31.16,39.72,0.93,1.35,0.28,0.15,203.68,132.49,289.38,17.67
1,3491,227.53,26.22,8.31,12.41,0.25,5.06,1.74,0.41,4.12,0.03,0.06,2.45,39.01,12.69,11.47,1.61,2.02,0.09,0.06,155.19,79.98,173.92,3.15
1,3492,152.92,3.22,9.69,13.95,0.73,24.86,3.1,0.78,29.38,0.09,0.09,3.99,47.28,15.09,21.11,1.67,0.97,0.11,0.23,241.02,119.05,425.23,7.54
1,3493,249.2,28.22,10.42,11.13,1.1,27.16,1.49,0.58,2.6,0.12,0.21,2.25,47.96,11.52,29.32,1.52,1.04,0.33,0.19,237.99,73.04,669.66,7.32
1,3494,87.55,10.04,1.13,9.3,0.69,0.91,1.52,0.75,4.29,0.01,0.05,5.11,63.64,14.63,99.15,1.57,1.14,0.03,0.13,130.29,11.09,759.65,5.44
1,3495,201.34,8.18,12.35,14.71,0.47,0.3,0.23,8.31,1.09,0,0.15,2.01,116.49,139.07,57.21,2.33,1.8,0.45,0.59,206.31,68.54,688.07,47.38
1,3496,147.21,4.21,7.23,17.14,0.6,20.78,0.46,1.76,3.57,0.1,0.11,4.65,45.81,21.36,25.79,2.18,1.16,0.15,0.39,253.24,139.9,254.31,9.22
1,3497,115.01,9.02,3.05,13.31,0.44,26.18,0,6.69,29.69,0.03,0.33,1.5,0,117.64,592.67,6.07,3.81,0.87,0.63,145.94,98.17,434.63,31.18
1,3498,148.26,4.44,10.07,10.35,0.56,26.38,18.48,2.62,35.78,0.03,0.05,1.59,56.96,24.54,24.38,1,0.65,0.07,0.15,258.2,106.67,398.6,18.37
1,3499,150.8,2.54,8.99,15.18,0.21,35.61,1.2,1.88,31.51,0.04,0.07,2.34,81.18,25.73,25.26,0.99,0.88,0.09,0.06,252.91,144.23,227.06,27.13
1,3500,362.7,13.61,29.2,14.63,3.33,8.57,4.57,17.95,51.43,0.42,0.09,10.31,0,107.49,31.99,1.4,1.51,0.56,0.74,374.38,194.4,259.66,2.41
1,3501,261.28,11.2,18.63,14.38,2.23,208.97,5.83,1.98,1090.76,0.38,0.12,4.43,54.79,38.09,16.39,2.62,2,0.23,0.22,275.23,152.71,672.89,7
1,3502,313.55,50.39,0.91,26.1,8.18,0.17,0,2.4,1.02,0.56,0.05,0.06,0,89.53,11.54,1.48,2.53,2.51,0.83,184.05,491.43,407.21,0.78
1,3503,99.47,5.91,2.73,13.26,0.42,7.65,1.91,0.5,19.86,0.04,0.1,3.64,52.3,20.57,23.79,2.45,3.06,0.2,0.13,212.09,117.64,237.18,4.27
1,3504,21,5,0.1,0.9,1,3,21,0.92,20,0.02,0.03,0.3,0,16,36,0.5,0.3,0.04,0.09,173,26,61.8,0.61
1,3505,20.16,4.2,0.19,1.94,1.83,21.4,1.36,0.36,128.4,0.02,0.05,0.94,0,5.95,19.84,1.17,0.59,0.08,0.43,84.86,40.1,309.72,1.29
1,3506,414.71,29.62,30.92,3.81,0.66,0,0,17.89,0,0.04,0.02,0.77,0,20.46,11.34,2.3,0.87,0.17,0.57,52.82,52.15,369.33,0.89
1,3507,50.34,6.08,2.53,2.91,2.01,35.07,15.81,3.63,208.79,0.06,0.08,1.31,0,29.7,26.04,1.08,0.59,0.13,0.62,134.27,64.6,665.37,0.9
1,3508,136.19,1.58,8.2,14.34,0.33,31.71,0.97,1.53,8.49,0.05,0.07,2.18,77.61,25.38,32.93,0.87,0.8,0.06,0.18,253.19,134.77,547.2,25.17
1,3509,84.45,0.76,6.21,6.86,0.03,4.76,0.06,0.83,1.63,0.02,0.05,1.16,35.1,13.38,16.11,0.37,0.37,0.02,0.05,131.41,83.92,259.67,2.76
1,3510,263.12,9.07,22.97,6.77,1.64,3.18,2.48,11.03,16.51,0.05,0.04,0.35,0,44.65,50.18,1.85,0.88,0.32,0.81,189.18,110.5,258.1,0.98
1,3511,362.23,4.89,33.63,10.08,0.07,80.39,0.61,8.24,2.11,0.14,0.15,1.85,39.75,12.4,20.98,1.95,1.39,0.1,0.1,152.65,116.44,574.41,9.61
1,3512,230.03,2.77,15.99,18.45,2.74,41.18,0.24,1.56,1.43,0.08,0.19,10.28,73.78,38.38,33.31,4.83,2.49,1.09,1.02,642.64,357.02,451.18,9.67
1,3513,195.44,17.67,7.72,14.27,0.23,29.19,0.95,0.55,9.03,0.03,0.06,3.35,61.01,16.31,10.58,1.06,0.69,0.06,0.1,175.79,97.44,423.78,6.88
1,3514,354.27,61.77,5.92,16.4,3.25,15.86,0.53,8.57,94.74,0.28,0.15,2.14,0,49.4,56.45,3.05,1.22,0.4,0.57,502.18,177.92,1.56,1.16
1,3515,272.64,37.83,3.57,22.23,0.76,52.64,0.32,2.12,3.86,0.1,0.13,0.84,233.09,37.51,48.93,2.48,2.1,0.25,0.71,324.74,192.25,751.83,28.83
1,3516,205.78,3.72,17.93,7.89,0.75,23.53,20.61,1.82,57.95,0.19,0.07,2.16,32.98,19.65,13.69,0.99,0.95,0.1,0.11,196.21,83.69,324.68,2.2
1,3517,216.67,37.81,2.83,10.14,1.4,1.08,0,0.73,0.59,0.13,0.09,2.01,53.92,48.69,12.42,3.11,1.4,0.24,0.62,157.01,156.95,412.47,5.45
0,4,144.75,35.09,0.05,1.35,0.4,1.38,0,0.68,8.12,0.02,0.01,0.12,0,8.75,11.31,0.59,0.16,0.08,0.1,50.75,23.56,0.32,0.27
0,81,325.18,46.41,11.4,10.04,0.8,32.87,0,2.62,0,0.17,0.11,1.64,43.53,29.59,30.13,2.86,1.48,0.19,0.68,143.71,124.8,242.19,5.14
0,152,319.19,46.94,11.84,6.7,0.35,24.28,0.2,3.4,0,0.1,0.22,0.91,31.72,17.38,62.8,1.65,0.68,0.37,0.39,124.11,77.81,146.86,4.67
0,215,297.12,38.55,15.46,1.46,0.32,56.92,3.08,6.61,342.31,0.02,0.02,0.32,0,4.65,13.08,1.28,0.15,0.05,0.1,57.73,16.31,1.86,0.28
0,257,159.38,38.72,0.38,0.31,1.81,0,0,0,0,0,0,0,0,0.75,5,0.15,0.02,0.01,0.02,1.25,2,0.1,0
0,349,176.32,43.13,0.32,0.26,1.53,0,0,0,0,0,0,0,0,0.95,6.32,0.19,0.02,0.01,0.03,1.58,2.53,0.13,0
0,376,271.62,10.62,18.18,16.4,0.12,19.01,0,0.14,50.02,0.71,0.14,4.74,146.8,16.08,9.81,0.86,1.55,0.11,0.07,249.58,113.35,545.22,9.21
0,404,159.83,41.73,0.24,1.01,3.3,3.97,6.88,1.51,21.6,0.03,0.08,0.39,0,13.77,24.62,1.05,0.45,0.43,0.14,180.74,20.93,3.07,0.91
0,467,187.59,40.52,2.5,1.53,0.86,35.06,4.27,0.94,209.92,0.03,0.03,0.31,0.7,15.01,26.59,1.33,0.3,0.21,0.12,186.14,26.42,56.25,0.69
0,488,460.04,14.57,41.99,6.78,0.8,7.99,1.93,0.58,3.07,0.07,0.05,1.78,74.45,23.83,16.71,1.43,1.21,0.07,0.14,224.13,79.93,336.27,2.63
0,497,332.3,75.15,1.51,3.95,0.12,0,0,0.15,0,0.06,0.01,0.75,0,6.67,6.67,0.29,0.28,0.09,0.25,24.07,31.03,0.38,1.86
0,532,173.45,16.34,7.07,10.81,0.19,9.28,0.68,2.26,22,0.03,0.08,1.43,48.31,30.03,40.9,1.5,0.53,0.06,0.32,199.63,119.56,423.56,24.26
0,655,175.53,35.54,3.11,1.33,2.5,0,0,1.17,0,0,0,0,0,0.47,3.11,0.16,0.02,0.01,0.02,0.72,1.53,0.15,0
0,678,469.54,58.33,22.77,9.94,2.18,3.27,1.51,7.43,11.9,0.29,0.06,7.13,4.43,72.06,22.78,1.26,1.1,0.4,0.54,241.19,131.83,1.63,1.6
0,713,434.3,4.24,43.25,7.05,0.01,7.33,0,0.04,0,0.07,0.03,1.85,79.89,17.54,7.46,1.2,1.26,0.04,0.14,178.12,79.49,246.67,2.82
0,720,402.95,76.17,8.84,6.72,2.06,0,0,8.06,0,0.1,0.09,1.24,0,43.63,137.89,3.19,0.91,0.31,0.28,57.84,110.95,6.93,0.85
0,725,279.08,53.93,4.01,6.85,0,48.39,0,0.46,0,0.03,0.06,0.07,1.43,2.97,17.7,0.61,0.24,0.04,0.04,33.11,30.27,27.08,2.94
0,736,502,60.66,27.75,6.5,4.13,2.76,0.43,18.9,13.04,0.08,0.08,0.62,2.02,58.26,33.04,1.43,0.97,0.53,1.53,169.57,131.3,2.96,2.01
0,747,156.02,25.34,1.74,9.82,0.09,9.95,0.1,0.37,4.15,0.02,0.1,1.89,41.95,30.05,78.61,2.8,1.71,0.05,0.76,197.63,149.39,402.87,16.68
0,756,366.21,65.72,7.21,16.04,6.46,15.42,0.5,7.88,91.67,0.17,0.09,0.89,0,84.19,86.5,3.77,1.47,0.58,0.98,632.48,196.75,1.09,2.59
0,767,323.28,53.5,9.68,6.84,1.25,0,0,19.47,0,0.18,0.1,1.53,0,32.95,21.79,2.82,1.19,1.44,0.99,138.32,140.8,2.96,3.31
0,806,198.7,40.45,3.74,1.34,0.57,2.95,20.96,1.82,18.07,0.06,0.02,0.59,0,15.55,16.4,0.99,0.26,0.09,0.35,215.58,32.83,9.72,0.45
0,970,282.01,62.28,2.57,2.89,0.46,1.52,0.6,0.72,6.02,0.05,0.03,1.01,1.79,22.16,18.74,0.91,0.59,0.14,0.65,80.95,50.64,1.47,1.07
0,1068,130.47,27.88,2.08,0.71,0.65,1.76,4.12,1.21,11.76,0.01,0.01,0.41,0,7.59,6.8,0.61,0.24,0.05,0.08,180.61,26.96,9.61,0.41
0,1169,220.04,9.37,13.78,14.3,0.02,12.46,0,7.62,0,0.02,0.04,1.57,49.2,39.49,30.17,1.88,1.15,0.28,0.35,288.44,102.25,236.13,34.28
0,1221,230.13,48.77,3.54,2.06,1.33,25.68,151.04,0.89,149.07,0.06,0.07,0.99,2.89,25.11,21.14,1.12,1.25,0.09,0.5,260.11,36.45,1.09,1.01
0,1374,190.09,36.54,3.9,3.68,1.51,2.2,4.57,1.37,11.59,0.04,0.06,0.39,1.35,21.3,32.38,1.04,0.33,0.2,0.39,201.38,34.84,17.42,1.1
0,1494,196.72,39.14,3.52,2.48,0.38,3.52,14.36,0.35,15.96,0.04,0.02,0.59,2.97,12.96,8.89,0.58,0.21,0.07,0.09,183.09,23.29,1.71,0.42
0,1510,349.54,48.61,15.06,6.79,1.16,6.28,0.18,27.08,0,0.18,0.09,1.29,4.9,29.09,48.96,1.99,0.99,0.22,0.8,116.03,126.79,13.27,3.25
0,1527,368.81,71.02,6.43,7.32,0.7,26.92,0.04,2.97,1.24,0.11,0.06,1.11,3.13,23.84,26.81,1.92,0.75,0.21,0.59,99.62,86.75,19.48,5.27
0,1541,360.09,67.43,7.46,4.38,0.12,6.18,0.05,1.9,0.68,0.02,0,0.41,7.5,4.45,3.16,0.26,0.12,0.03,0.08,14.86,8.95,9.57,0.09
0,1552,387.3,67.79,10.51,6.59,1.28,0,0,2.29,0,0.36,0.23,0.16,0,1.96,29.09,1.1,2.05,0.09,0.06,40.65,38.76,69.29,0
0,1555,370.17,4.86,32.8,12.01,0.02,15.91,0,0.32,0,0.2,0.15,3.14,70.71,15.91,6.6,1.66,1.84,0.06,0.05,191.02,145.57,146.4,10.72
0,1603,259.29,16.45,16.41,11.43,0.07,7.43,0,1.63,0,0.5,0.09,3.32,102.23,11.17,9.17,0.92,1.09,0.09,0.06,170.7,82,125.37,6.41
0,1648,474.01,36.26,33.77,8.5,1.83,12.64,0,5.46,55.11,0.14,0.06,1.08,13.17,34.24,41.02,2.39,1.15,0.34,0.77,334.6,116.74,122.6,2.92
0,1818,331.17,40,17.36,4.76,1.01,35.04,1.8,1.53,47.95,0.12,0.06,0.92,44.56,24.89,26.55,1.77,0.82,0.26,0.66,232.84,86.16,22.36,2.74
0,1819,349.61,44.23,17.96,5.69,2.94,26.11,0.02,1.52,0,0.12,0.05,0.8,43.3,20.9,18.48,1.53,0.77,0.17,0.66,129.28,81,12.43,2.6
0,1857,152.58,36.86,0.14,1.63,0.68,0,0,0,0,0,0,0,0,0.39,2.58,0.08,0.01,0.01,0.01,0.65,1.03,0.05,0
0,1871,322.32,42.53,13.48,10.37,3.69,4.59,0.07,6.4,20.08,0.08,0.07,0.96,6.17,21.52,24.51,1.49,0.54,0.19,0.2,123.68,65.94,44.51,1.44
0,1895,289.46,60.88,4.08,2.57,0.28,0.99,0,0.67,0,0.04,0.02,0.81,3.41,18.2,15.5,0.69,0.56,0.1,0.57,49.81,42.32,0.66,0.95
0,1965,263.65,13.36,15.91,16.79,0,116.95,0.1,0.75,0,0.07,0.56,0.36,131.75,36.68,435.36,2.13,3.96,0.1,0.1,80.02,199.15,322.84,4.35
0,1974,222.99,42.17,3.15,7.21,0.6,53.7,0.27,0.95,0,0.11,0.12,0.65,4.1,19.94,51.63,1.62,0.83,0.16,0.5,118.74,102.09,39.49,4.98
0,1994,250.9,23.94,14.3,6.66,0.38,99.43,0.24,5.12,0,0.06,0.13,0.09,106.5,8.78,51.83,1.24,0.72,0.08,0.06,75.91,71.07,93.54,6.22
0,1998,295.73,68.43,1.27,3.71,1.21,0,0,2.89,0,0.02,0.03,0.2,0,2.32,34.44,5.5,0.23,0.1,0.25,93.71,47.68,15.7,0.59
0,2001,253.07,45.8,3.86,7.98,1.33,89.87,0.07,0.71,0,0.04,0.11,0.08,0,4.9,27.5,0.96,0.47,0.07,0.05,61.15,52.45,50.65,5.52
0,2043,270.79,45.97,8.63,2.74,0.19,13.26,0.52,0.27,0,0.04,0.08,0.24,8.66,11.95,68.73,0.69,0.41,0.06,0.19,76.02,60.98,21.69,1.56
0,2065,251.17,57.2,1.77,1.33,0,0,0.08,0,0,0,0,0,0,1.74,11.18,0.33,0.03,0.02,0.05,3.65,4.4,0.23,0.03
0,2080,397.01,57.84,15.83,6.08,0.51,0.77,0.04,0.24,0,0.01,0.05,0.09,0,2.97,9.19,0.45,0.07,0.07,0.03,34.1,26.03,12.34,1.16
0,2081,231.82,21.27,14.35,4.31,0,76.94,0.3,0.76,0,0.05,0.1,0.08,163.34,9.07,52.25,1.09,0.63,0.06,0.03,63.31,61.6,83.88,4.98
0,2084,389.47,46.84,20.9,3.48,0,52.5,0,0.41,0,0.02,0.06,0.04,43.07,4.13,23.47,0.74,0.28,0.05,0.04,41.7,32.64,111.08,3.45
0,2086,267.74,15.97,20.02,6.25,0,61.33,0.24,0.49,0,0.03,0.1,0.09,24.68,5.95,43.22,0.74,0.38,0.05,0.03,66.03,50.21,43.13,4
0,2093,360.74,61.78,10.04,7.52,1.76,0,5.74,4.09,0,0.03,0.19,0.04,0,44.25,34.56,1.17,0.99,0.21,0.22,55.29,14.4,19.57,4.99
0,2094,349.84,50.53,13.5,11.57,6.03,5.08,0.03,1.46,0,0.03,0.09,0.35,0,4.48,24.68,0.7,0.28,0.36,0.07,105.72,149.09,17.98,1.99
0,2101,395.2,35.27,26.37,5.04,0.88,14.35,0,0.17,4.94,0.02,0.07,0.14,86.28,10.36,25.46,0.7,0.2,0.05,0.08,46.68,18.19,20.67,2.16
0,2102,396.15,33.89,26.56,5.35,1.57,33.77,2.33,0.53,15.27,0.02,0.04,0.11,96.21,7.24,25.55,0.66,0.28,0.04,0.04,57,23.49,22.34,2.3
0,2103,318.61,29.79,19.63,5.84,0.9,59.37,2.55,0.65,0,0.04,0.07,0.1,123.5,9.62,35.14,0.96,0.47,0.06,0.04,65.91,39.31,30.83,4.42
0,2105,248.11,33.85,10.41,4.67,0.45,39.41,4.17,0.56,2.52,0.06,0.08,0.1,128.15,7.94,30.52,1.26,0.45,0.05,0.08,52.61,33.61,17.54,3.32
0,2106,427.93,46.78,24.67,5.63,0.74,23.43,0.32,0.15,0,0.01,0.06,0.06,6.11,5.63,44.66,0.3,0.26,0.02,0.02,37.09,35.97,110.65,1.65
0,2107,336.57,28.65,22.18,5.55,0,69.38,0.03,0.63,0,0.04,0.09,0.05,133.11,6.74,26.36,1.03,0.42,0.06,0.03,54.02,39.4,43.03,4.56
0,2108,235.05,18.67,15.4,5.48,0.55,46.08,0.61,1.32,7.58,0.03,0.08,0.15,13.23,7.93,43.27,0.6,0.36,0.05,0.05,74.97,46.9,87.06,2.97
0,2109,390.48,35.76,24.25,7.82,0.33,63.82,0,1.64,0,0.04,0.11,1.52,24.67,18.47,43.25,1.42,0.53,0.12,0.17,109.06,62.97,139.87,5.23
0,2110,124.68,16.41,4.67,4.36,0.28,62.71,4.68,1.49,93.67,0.06,0.09,0.47,9.95,13.48,42.17,0.9,0.52,0.11,0.16,169.97,65.54,71.53,3.5
0,2113,175.69,30.13,4.39,4.27,1.29,35.25,0.52,0.69,0,0.03,0.1,0.07,8.88,7.02,61.95,0.44,0.34,0.03,0.03,72.34,51.45,196.08,2.41
0,2119,228.4,23.33,12.39,5.86,0,93,0.3,0.74,0,0.05,0.14,0.1,4.5,7.27,53.73,0.88,0.54,0.06,0.03,89.67,70.37,59.42,5.84
0,2123,248.75,27.77,12.72,5.76,0.01,89.79,0.36,0.71,0,0.05,0.14,0.16,30.5,8.33,57.85,1.21,0.54,0.07,0.05,91.33,70.55,61.19,5.84
0,2128,244.46,45.29,3.9,6.98,0.2,98.15,2.21,0.89,0,0.05,0.12,0.28,0,9.36,40.56,1.55,0.55,0.09,0.05,87.79,61.69,56.14,6.15
0,2130,200.13,29.89,6.97,4.62,0.41,56.73,0.5,0.58,0,0.04,0.11,0.08,82.18,9.5,67.54,0.96,0.53,0.05,0.04,80.6,62.8,228.98,3.75
0,2131,337.76,43.6,15.21,7.29,2.9,34.53,0.12,0.67,0,0.06,0.08,0.39,1.76,3.48,22.4,0.52,0.24,0.03,0.03,43.9,42.38,216.13,2.21
0,2134,370.49,38.21,21.12,6.58,0.13,68.1,0.21,0.71,0,0.06,0.09,0.14,205.23,8.85,46.21,1.14,0.59,0.05,0.04,50.4,56.53,56.58,4.52
0,2135,141.68,19.8,4.84,3.58,0.16,53.15,4.53,1.24,88.73,0.03,0.08,0.3,11.72,9.54,39.1,0.6,0.36,0.07,0.05,146.72,47.18,31.47,2.62
0,2146,412.75,51.41,19.66,8.12,1.95,78.23,1.5,1.64,0,0.06,0.1,0.29,28.13,12.76,21.18,0.81,0.45,0.14,0.07,62.73,36.75,209.32,3.34
0,2149,366.91,38.62,19.94,8.18,0.66,65.63,1.59,1.72,0,0.05,0.15,0.18,91.84,18.27,31.71,1.59,0.68,0.11,0.09,63.57,44.86,44.13,6.08
0,2154,372.88,47.93,17.59,7.18,2.63,0,3.47,2.47,0,0.01,0.07,0,0,24.21,16.13,0.39,0.58,0.11,0.12,14.93,4.88,1.17,2.09
0,2159,245.12,37,9.17,2.95,0.65,31.9,3.37,1.32,3.98,0.04,0.07,0.11,1.4,13.52,31.63,1.03,0.4,0.09,0.07,119.72,32.86,167.94,2.64
0,2179,457.64,47.68,27.46,4.64,0.26,37.46,1.96,0.49,0,0.03,0.04,0.07,160.07,8.34,30.07,0.83,0.37,0.04,0.04,43.22,25.71,108.53,2.76
0,2181,450.49,39.64,30.84,3.6,0.15,47.96,0.38,3.23,0,0.03,0.06,0.05,70.09,6.32,28.13,1.09,0.3,0.07,0.05,79.96,35.8,71.03,3.47
0,2192,279.41,35.66,11.04,9.35,0,105.86,0.32,0.83,0,0.05,0.13,0.1,19.81,6.1,36.33,1.11,0.56,0.08,0.04,81.03,64.23,147.1,6.63
0,2193,345.92,36.49,20.05,5.38,0.52,69.58,6.35,0.88,30.77,0.09,0.09,0.49,29.42,15.38,28.31,1.9,0.76,0.13,0.34,104.19,73.65,33.06,4.4
0,2197,277.19,24.52,16.1,8.85,0.33,121.14,0.11,3.9,0,0.1,0.17,0.43,8.75,14.68,49.04,1.87,0.9,0.15,0.29,122.11,104.96,72.63,8.33
