Kind,ID,calories,carbohydrate,fat,protein,vitamine,vta,vtc,vte,carotene,thiamine,riboflavin,yansuan,cholesterol,mg,ca,iron,zinc,copper,mn,k,p,na,se
0,1847,194.1,10.25,11.25,13,0.04,83.87,0.27,4.55,1.68,0.13,0.1,3.11,298.53,17.8,23.76,1.73,1.12,0.09,0.06,133.7,114.75,166.62,7.92
0,1962,224.02,15.94,10.97,16.22,0.14,39.07,0,6.26,0.37,0.08,0.12,6.87,50.93,22.72,11.57,1.02,0.63,0.09,0.14,242.01,162.25,38.23,8.68
0,1965,263.65,13.36,15.91,16.79,0,116.95,0.1,0.75,0,0.07,0.56,0.36,131.75,36.68,435.36,2.13,3.96,0.1,0.1,80.02,199.15,322.84,4.35
0,1994,250.9,23.94,14.3,6.66,0.38,99.43,0.24,5.12,0,0.06,0.13,0.09,106.5,8.78,51.83,1.24,0.72,0.08,0.06,75.91,71.07,93.54,6.22
0,2081,231.82,21.27,14.35,4.31,0,76.94,0.3,0.76,0,0.05,0.1,0.08,163.34,9.07,52.25,1.09,0.63,0.06,0.03,63.31,61.6,83.88,4.98
0,2082,461.25,35.55,32.76,6.42,1.62,85.47,0,0.82,0,0.05,0.08,0.05,203.89,7.43,29.91,1.2,0.59,0.06,0.03,46.49,49.43,38.38,5.59
0,2084,389.47,46.84,20.9,3.48,0,52.5,0,0.41,0,0.02,0.06,0.04,43.07,4.13,23.47,0.74,0.28,0.05,0.04,41.7,32.64,111.08,3.45
0,3298,153.36,7.99,9.85,8.96,0.83,3.18,1.96,4.8,16.79,0.04,0.08,1.58,27.86,66,158.61,7.93,1.3,0.26,1.37,211.64,113.89,7724.58,12.86
0,3424,193.78,37.69,5.35,3.3,3.93,9.83,3.04,0.58,46.17,0.04,0.09,0.91,3.96,38.23,94.17,3.57,0.48,0.17,0.9,114.26,56.32,2295.77,0.84
0,3471,235.94,8.99,20.29,6.16,1.84,6.17,3.89,9.87,36.67,0.06,0.09,2.03,0,73.17,341.83,15.95,1.57,0.31,1.35,239.83,207.22,6649.97,2.32
0,2142,81.58,4.87,4.95,4.88,1.03,16.1,21.01,0.11,46.06,0.14,0.08,0.9,10.45,9.6,41.08,1.1,0.61,0.05,0.11,171.7,73.16,155.56,1.48
0,2175,139.06,16.78,5.95,6.77,2.32,23.71,7.57,0.93,141.95,0.16,0.06,1.59,9.41,19,13.55,1.25,0.86,0.14,0.69,202.39,76.11,13.51,1.5
0,2201,416.53,33.39,28.75,7.01,0.91,24.83,1.27,1.34,28.13,0.17,0.06,1.13,39.27,22.16,21.68,2.14,0.99,0.22,0.6,159.45,96.48,439.91,3
0,263,277.79,45.28,8,7.86,1.66,0,0,4.71,0,0.27,0.1,1.97,0,35.89,39.6,3.03,1.13,0.3,0.98,123.59,155.2,312.6,3.31
0,348,462.12,33.4,35.15,3.15,0.1,0,0,8.48,0,0.05,0.03,0.36,22.5,1.45,7.75,0.8,0.12,0.03,0.04,5.23,17.79,1.86,0.12
0,1939,143.19,23.05,3.92,4.4,2.07,0,2.17,0.88,0,0.06,0.03,0.49,2.17,5.7,1.78,0.38,0.14,0.01,0.04,35.28,27.25,182.37,0.24
0,1948,187.19,6.41,16.1,5.18,1.04,6.14,1.6,0.87,4,0.07,0.06,1.14,26.58,7.95,7.2,0.66,0.69,0.03,0.04,92.26,57.68,19.31,3.87
0,2211,520.06,48.12,34.44,4.05,0.87,14.8,0.45,0.17,0,0.02,0.03,0.23,151.01,5.8,22.53,1.37,0.19,0.03,0.04,23.45,16.8,16.84,1.76
0,2218,277.36,32.7,14.39,4.95,1.84,42.88,0,0.44,0,0.03,0.03,0.01,186.39,3.21,12.48,0.56,0.35,0.04,0.01,21.2,18.99,60.72,2.6
0,2224,210.73,24.05,11.64,2.8,0.37,67.74,1.42,0.76,128.21,0.04,0.08,0.23,137.12,10.43,48.18,0.96,0.5,0.07,0.04,111.5,48.35,135.4,3.19
0,2231,266.8,43.63,7.45,7.64,1.14,47.67,0.2,0.45,0,0.1,0.1,0.51,103.11,6.05,38.54,0.86,0.38,0.04,0.03,40.1,56.42,209.2,2.72
0,2235,273.27,22.83,18.81,3.64,0.44,23.47,0.4,1.52,0,0.04,0.05,0.2,69.38,9.05,33.35,0.8,0.41,0.06,0.16,46.58,43.07,10.82,2.08
0,2258,417.59,45.3,23.94,5,0.92,69.21,0.22,0.76,0,0.09,0.1,0.31,220.49,9.31,47.21,1.1,0.68,0.04,0.01,38.23,66.43,19.31,4.41
0,2272,212.54,30.96,8.19,4,0.28,81.04,4.94,1.84,189.51,0.04,0.08,0.1,172.85,9.99,17.26,1.13,0.47,0.06,0.06,58.22,32.7,72.48,4.26
0,2277,464.6,41.5,31.44,3.06,0.4,18.8,0.08,0.32,0,0.01,0.04,0.06,66.8,3.58,24.25,0.43,0.17,0.06,0.03,38.8,34.85,21.79,1.62
0,2286,349.21,20.76,21.87,17.63,0,123.54,0,0.58,0,0.07,0.53,0.37,7.8,36.86,461.89,1.65,3.98,0.1,0.1,115.43,256.3,354.79,3.17
0,2335,143.1,17.15,6.38,4.35,0,80.74,0.71,0.88,0,0.07,0.14,0.09,230.09,14.22,93.2,1.24,0.86,0.06,0.04,92.15,88.01,34.53,5.31
0,2365,291.22,48.2,7.46,9.03,1.2,26.44,0.11,1.16,0,0.22,0.12,1.52,16.22,30.46,44.01,2.35,1.08,0.25,0.85,131.24,144.01,305.01,4.67
0,2177,270.86,11.42,21.06,7.78,0.3,19.9,4.42,0.45,107.69,0.06,0.03,1.18,25.69,14.89,12.72,0.9,0.85,0.07,0.08,173.06,45.19,687.47,1.37
0,372,150.79,10,6.83,11.07,0.13,24.03,3.33,3.72,14.1,0.01,0.08,1.88,90.42,37.31,154.48,1.43,2.46,1.22,0.17,189.39,109.46,240.77,59.89
0,399,195.51,10.54,12.23,11.34,0.56,25.09,0.16,2.63,1.8,0.01,0.08,1.94,102.09,36.85,161.01,1.28,2.57,1.29,0.17,183.55,110.16,370.6,63.73
0,406,119.26,5.49,7,8.84,0.31,73.14,6.03,2.44,339.71,0.01,0.08,1.47,68.07,28.99,123.47,1.36,1.82,0.86,0.19,178.06,82.44,207.35,42.16
0,408,204.96,9.84,13.44,11.2,0.06,42.44,0.27,5.91,2.96,0.02,0.09,1.65,80.54,32.45,141.94,1.6,2.31,1.11,0.2,173.24,106.49,455.22,54.67
0,481,166.82,6.64,11.1,9.79,0.18,27.03,4.59,1.82,42.95,0.02,0.11,1.58,81.44,31.1,123.73,1.39,1.98,0.97,0.17,165.89,90.01,302.94,48.43
0,635,127.85,6.66,5.48,11.94,0.31,26.49,0.36,2.58,5.13,0.01,0.09,2.2,106.84,42.52,185.22,1.61,2.91,1.44,0.3,213.95,125.05,899.56,70.74
0,639,93.08,4.8,2.38,13.1,0.05,28.78,0.08,2.82,3.2,0.01,0.1,2.42,117.7,45.57,197.01,1.76,3.18,1.58,0.34,237.23,137.8,254.97,77.93
0,746,170.82,15.06,8.01,9.82,0.24,16.59,0.07,4.27,0.76,0.02,0.06,1.91,68.61,38.28,127.67,1.58,2.24,0.97,0.27,152.65,93.57,1505.98,46.06
0,926,119.89,4.61,6.06,11.78,0.11,48.98,0.34,4.02,1.11,0.03,0.11,1.95,150.85,37.24,164.04,1.62,2.7,1.28,0.2,202.6,133.03,325.06,63.85
0,946,170.83,7.57,11.41,9.61,0.18,75.9,0.34,3.94,0.66,0.05,0.15,1.41,197.09,36.34,120.99,3.06,3.76,2.45,0.33,175.06,134.1,262.37,53.47
0,1572,121.19,4.74,6.68,10.34,0.09,26.63,0.49,2.46,19.82,0.01,0.08,1.87,96.28,36.15,155.87,1.27,2.46,1.23,0.21,179.5,105.98,292.44,60.71
0,1852,305.55,40.35,11.46,11.43,1.12,38.02,0,2.48,0,0.16,0.24,1.19,9.36,38.83,186.96,2.53,2.41,0.26,0.91,118.21,170,971.28,3.19
0,2046,394.36,31.54,25.31,11.22,1.98,54.45,0.14,3.52,0,0.03,0.25,0.38,18.44,31.82,230.55,1.7,1.94,0.14,0.49,96.77,105.22,144.7,0.92
0,2166,334.46,5.5,33.76,6.3,3.29,207.28,2.68,4.72,1157.75,0.03,0.12,0.65,1.03,72.47,221.95,2.97,1.59,0.59,1.2,362.54,146.76,613.59,0.4
1,3016,134.37,13.48,11.07,4.5,1.26,65.19,8.72,3.23,390.48,0.02,0.1,1.28,0,9.42,20.56,0.9,0.43,0.14,0.21,121.77,37.12,452.07,0.79
1,3017,383.56,3.5,31.26,22.22,0.17,87.16,2.01,3.79,52.33,0.03,0.05,0.55,76.56,27.29,27.54,5.08,2.33,0.08,0.17,295.06,173.35,931.45,15.57
1,3018,200.4,41.22,0.52,10.6,2.9,8.8,0,5.21,52,0.13,0.11,1.7,0,66.8,53.4,3.42,1.28,0.49,0.73,433.8,165.6,5.48,5.97
1,3019,185.2,6.97,16.53,4.77,1.16,58.12,4.21,0.75,23.08,0.07,0.24,2.07,0,10.99,19.46,1.38,0.75,0.28,0.15,209.7,82.21,351.06,3.71
1,3020,353.6,79.41,0.6,8.01,2.14,2.99,0,3.89,0,0.09,0.04,1.52,0,55.48,36.25,2.56,1.23,0.27,1.04,262.8,124.63,29.16,2.13
1,3021,19.67,0.35,0.72,2.97,0,23.17,0,0.31,0,0.01,0.02,0.55,16.83,2.5,11.67,0.47,0.38,0.02,0.01,32.67,19,16.15,2.53
1,3022,212.2,50.02,0.32,2.47,0.01,0,0,0,0,0,0,0,0,5.12,12.79,0.62,0.38,0.03,0.11,2.38,3.2,0.33,0.12
1,3023,133.55,11.05,12.01,3.13,6.81,66.56,24.91,1.94,32.56,0.09,0.05,0.59,0,34.28,44.96,1.65,1.39,0.15,1.82,254.46,66.05,473.93,0.35
1,3024,120.36,22.02,3.31,1.97,2.12,7.85,35.43,0.76,33.2,0.08,0.04,0.4,0,21.07,45.65,1.69,0.41,0.12,1.45,236.27,56.89,46.87,0.45
1,3025,103.21,2.75,4.19,13.88,0.23,13.78,5.36,1.71,28.95,0.04,0.1,2.34,68.58,29.2,35.44,0.96,0.77,0.06,0.15,284.15,171.15,1119.7,5.51
1,3026,185.76,5.53,12.87,12.05,1.29,8.78,1.03,1.63,4.62,0.05,0.09,2.11,58.42,31.67,31.51,1.31,0.94,0.06,0.57,276.45,158.03,409.61,4.7
1,3027,147.94,3.25,15.55,1.28,0.93,40.02,4.08,0.95,239.69,0.01,0.13,0.69,0,17.37,29.97,4.87,0.34,0.08,0.65,158.38,27.75,632.02,0.73
1,3028,79.42,2.81,6.99,2.24,0.41,38.14,6.71,0.56,64.62,0.03,0.05,0.18,0,12.57,24.34,0.62,0.27,0.06,0.09,95.72,32.96,292.58,1.96
1,3029,103.42,6.86,6.45,5.29,0.36,52.04,2.9,0.46,47.77,0.08,0.1,0.79,6.95,12.86,20.04,1.18,0.58,0.08,0.09,127.4,58.39,227.5,4.14
1,3030,268.6,12.76,20.1,10.9,0.11,86.67,0.12,0.67,5.25,0.21,0.13,1.96,25,22.56,26.54,2.62,1.36,0.1,0.2,172.73,114.91,900.26,7.56
1,3031,857.57,0.22,95.67,0.07,0.06,0.43,0.72,51.83,0,0,0,0.02,0,3.36,8.89,3.18,0.48,0.16,0.11,7.83,9.28,6.16,0.03
1,3032,153.74,2.31,12.51,8.82,0.24,21.86,1.88,0.11,32.04,0.03,0.12,2.45,61.06,18.12,13.16,0.94,0.47,0.05,0.03,130.73,82.89,255.28,5.81
1,3033,55.63,2.21,0.92,10.18,0.54,20.57,10.48,1.19,46.77,0.01,0.04,0.7,104.29,29.47,71.27,1.35,1.19,0.21,0.13,223.63,83.84,169.71,16.84
1,3034,70.43,4.38,5.17,2.87,1.34,8.05,3.57,0.81,34.74,0.04,0.05,1.02,10.75,12.07,17.67,0.59,0.48,0.09,0.13,127.21,41.22,181.32,2.12
1,3035,132.87,3.34,9.66,9.3,1.09,16.16,0.38,2.22,78.38,0.04,0.09,3.08,40.75,19.86,22.89,2.1,2.17,0.11,0.06,145.54,90.69,790.65,2.96
1,3036,81.81,17.36,0.5,3.98,2.08,654.39,28.06,0.5,3925.26,0.06,0.11,1.19,0,19.77,42.79,1.65,0.83,0.24,0.33,75.78,69.46,217.65,1.48
1,3037,169.24,19.06,5.11,14.38,8.62,399.53,16.77,8.64,2377.13,0.1,0.25,3.89,0,60.52,97.69,27.7,2.3,0.43,2.45,397.92,172.46,261.39,5.99
1,3038,158.34,2.83,10.98,12.35,0.34,49.51,2.12,4.75,49.29,0.04,0.12,1.85,51.09,28.98,40.58,1.8,0.81,0.08,0.22,232.12,147.23,340.78,6.25
1,3039,108.44,5.45,8.56,3.56,0.69,34.65,18.37,0.6,129.09,0.04,0.06,1.08,28.77,13.4,32.48,1.35,0.76,0.09,0.19,116.54,44.09,888.03,1.23
1,3040,31.6,3.94,1.45,1.39,0.66,50.88,15.48,1.24,304.76,0.03,0.03,0.56,0,15.63,43.69,1.64,0.23,0.08,0.14,132.92,35.59,327.66,0.37
1,3041,76.9,9.6,5.84,0.9,4.49,20.72,3.31,0.16,124.31,0.02,0.02,0.41,0,15.79,19.55,0.77,0.28,0.06,0.16,176,48.48,899,0.47
1,3042,60.54,4.99,2.69,4.51,1.76,217.9,29.65,1.57,7.92,0.03,0.09,0.75,0,87.72,142.81,3.96,0.69,0.14,0.65,179.11,74.9,281.19,0.88
1,3043,141.8,5.06,9.37,9.5,0.15,143.89,5.35,3.3,154.93,0.08,0.18,0.28,424.23,21.46,65.86,2.69,1.16,0.11,0.11,168.99,146.08,1261.76,16.74
1,3044,245.5,11.8,16.26,13.07,0.05,169.29,0,2.61,22.62,0.09,0.15,1.19,448.57,14.52,50,2.92,1.43,0.24,0.17,143.93,144.05,525.08,20.05
1,3045,328.62,23,26.55,3.45,2.74,12.77,4.94,0.29,75.96,0.03,0.06,0.93,0,6.25,15.44,0.41,0.19,0.03,0.07,89.45,33.05,203.75,0.36
1,3046,79.15,8.01,3.33,5.15,0.97,12.78,0.85,0.05,69.22,0.09,0.09,0.85,6.78,2.8,27.2,0.39,0.2,0.02,0.05,19.88,62.55,327.51,1.07
1,3047,121.46,18.3,4.16,3.78,0.81,25.42,5.28,0.3,39.89,0.02,0.05,0.53,0,30.66,10.77,0.67,0.23,0.11,0.46,182.93,31.82,245.77,1.77
1,3048,297,66.23,0.67,7.08,1.05,162.5,3.83,0.84,0,0.15,0.11,1.08,0,28.33,60.67,5.13,1.21,0.16,1.13,80.83,130,2,2.08
1,3049,319.02,63.11,2.06,12.28,0.07,0,0,0,0,0.06,0.03,0.38,0,0,0.9,0.15,0,0,0,0,16.11,0,0
1,3050,137.24,3.45,11.64,5.25,0.6,48.21,3.33,4.58,235.7,0.12,0.14,1.74,16.6,16.11,27.47,5.27,0.91,0.11,0.57,198.62,61.24,393.32,2.49
