kind,id,name,fei,xin,piwei,gandan,shen,sanjiao,qi,xue,yin,yang,xing,ku,gan,suan,xian,dan,sheng,jiang,chen,fu,hezhong
1,2872,红枣海参淡菜粥,2,0,31,0,13,0,15.6,18.4,12,0,0,4,33,0,9,0,4,5.25,5.25,0,31.5
1,2873,虾酱粉葛扣大舌,13,1.5,530.3,0,43.2,0,111.6,171.6,191.8,113,367,0,183.2,0,37.8,0,178,95.1,20.7,260.5,33.7
1,2874,焖鹌鹑,3.3,1.95,91.3,320.1,16.35,0,207.75,204.5,16.9,3.85,6.4,0.6,408.6,0,17.4,0,2.2,2.1,14.55,4.4,409.75
1,2875,仙人掌色拉,11,9,17,0,3,0,21,17,2,0,4,0,31,1,4,0,0,3,8,3,26
1,2876,凉拌酸辣白菜,46.5,2.25,82.75,36.5,27,0,65.75,24,86,19.25,27.5,0,107.5,45,15,0,5,15.75,57,16.75,100.5
1,2877,冰镇胡萝卜汁,107.2,1.8,123.7,1.8,69,0,149.7,54.25,74.9,24.65,102.2,0.6,91.7,20,89,0,3.5,81.3,51.7,83.65,83.35
1,2878,炝炒芦笋尖,18,7.5,81.45,0,43.05,0,57,4.2,61.8,27,42,1.5,99.3,0,7.2,0,10.5,21.45,23.85,24.75,69.45
1,2879,菊花粥,0,4.5,58,4.5,3,0,14,21.5,34.5,0,0,9.5,60.5,0,0,0,2,7.5,7.5,0,53
1,2880,核桃仁豌豆羹,50,32.5,285,0,57.5,0,127.5,75,172.5,50,0,0,402.5,7.5,0,15,37.5,25,35,37.5,290
1,2881,玉米面发糕,0,0,255,0,0,0,40.5,79.5,135,0,0,0,255,0,0,0,9,0,0,0,246
1,2882,栗子煲白菜,42.3,1.5,46.9,1.2,30.6,0,38,11.35,59.15,14,11.5,0.75,85.35,0,24.9,0,1.7,15.45,30.15,11.95,63.25
1,2883,淡菜荠菜汤,21.4,0.9,31.2,6,9,0,32.3,9.6,20.4,6.2,14.6,0.3,44.6,0,9,0,16.9,5.55,7.2,13.25,25.6
1,2884,美味腐竹,383.25,6,122.25,12.5,61,0,122.25,37.75,254.25,170.75,110,3.75,400.75,7.5,63,0,8.5,123.5,59,136.5,257.5
1,2885,草菇扁豆,16.4,4.2,173.7,2.5,26.7,0,124.55,43.25,39.75,15.95,53.1,1.8,144,0,24.6,0,35.5,10.35,19.2,16,172.45
1,2886,油焖蚕豆,113.4,0.45,160.8,0,16.35,0,108.65,3.15,171.5,7.7,7,0,241.6,0,17.4,25,0.9,55.55,64.55,6,164
1,2887,粉蒸白菜,7.7,4.8,35.35,9,42.15,0,34.8,8.9,44.8,10.5,21.5,0,55.3,0,22.2,0,2.6,9.75,25.95,16.25,44.45
1,2888,小米粉粥,0,0,25,0,0,0,13,12,0,0,0,4,21,0,0,0,5.5,0,0,0,19.5
1,2889,炒金银蛋,26.4,18.9,25.65,0,7.05,0,34.2,31.8,7.8,4.2,3.6,0.3,66.9,0,7.2,0,0.9,3.45,17.85,3.75,52.05
1,2890,菊粥,0,6.75,54.5,6.75,4.5,0,19.75,23.5,29.25,0,0,15.25,57.25,0,0,0,4,11.25,11.25,0,46
1,2891,葛根薏苡仁粥,0,0,126,0,3,0,27.6,39.6,37.8,24,84,1.2,40.8,0,3,0,43.2,18.6,2.4,60,4.8
1,2892,番茄汤,14,0.3,7.1,2,14.1,0,7.65,5.4,19.45,5,2.5,0,16.1,3,15.9,0,0.1,8.05,14.3,3.75,11.3
1,2893,青椒熏干,75,15,173.85,0,12.15,0,94.45,4.05,85.5,92,151,0,92.4,0,12.6,20,30,23.3,30.35,76.5,115.85
1,2894,干煸豆芽,48.7,8.1,85.55,0,22.15,0,58.35,4.05,48.5,53.6,83.5,0,68.4,0,12.6,0,16.2,13.05,17.85,44.25,73.15
1,2895,黄瓜海蜇丝,12.5,5.25,49,0.5,34.25,0,26.9,13.95,28,32.65,55.2,0,21.1,0,25.2,0,11,12.1,16.45,28.3,33.65
1,2896,咖喱椰汁鸡煲,42,5.25,72.85,118.4,0,0,108.2,92.6,3.2,34.5,98,1.5,135,4,0,0,22,2.4,3.2,67.25,143.65
1,2897,番茄烧鲜蘑,30,1.5,44.85,2,10.65,0,28.05,21.25,33.7,6,4,1.5,70.9,0,12.6,0,1,13.5,16.95,6,51.55
1,2898,辣油水豆腐,53.8,2.85,73.6,14.5,6.75,0,49.65,6.8,84.65,10.4,17.7,0.6,92.2,15,6,20,4.4,22.5,37.25,12.75,74.6
1,2899,辣拌三丝,73.4,30.45,287.65,12.5,78,0,186.3,9.75,98.5,187.45,309,0,128,15,30,0,61.4,33,60,157,170.6
1,2900,芹菜拌腐皮,65.45,60,64.5,3.6,58.45,0,111.75,62.7,67.55,10,5,0,122.7,4.5,19.8,100,0,89.3,60.25,7.5,94.95
1,2901,双耳汤,0.6,0.6,45.8,0,0,0,5.3,13.9,27.8,0,0,0,47,0,0,0,0.4,0,0,0,46.6
1,2902,炖兔肉,13.6,6.15,111.85,83,159.9,0,112.6,55.5,185.6,20.8,33.8,2.4,154.7,0,183.6,0,8.6,2.7,159.9,22.25,181.05
1,2903,豆腐皮拌莴笋,105,0.45,54.6,13.8,48.15,0,62.35,8.5,108,43.15,26,0,156.4,15,24.6,0,1.2,44.8,44.85,34.3,96.85
1,2904,松花蛋拌青椒,69.65,35.4,224.1,6.75,21.6,0,139.9,12.3,24.3,181,301.75,0,24.85,7.5,23.4,0,60.5,2.55,29.4,151.75,113.3
1,2905,芹菜拌猪心,23.55,30.75,70.9,4.1,156.2,0,61.65,94.05,124.55,5.25,11.2,0,112.1,4.8,107.4,50,2,87.7,82.7,6.4,106.7
1,2906,冰冻茄丁,61.55,5.55,42.9,4.5,8.5,0,42.4,26.55,37.9,16.15,21.7,0.6,84.45,4,6,6.25,4.3,30.2,25.3,19.25,43.95
1,2907,白芸豆沙拉,143.3,1.8,418.9,32,450,0,422.4,199.2,352,72.4,199.2,0.6,381.2,15,450,0,96.8,120,372,103,429.2
1,2908,芦荟玉米粒,25.7,0,31.9,0,12.9,0,32,13,21,4.5,3.9,15,36.7,0.6,13.8,0.5,7.5,15.85,14.5,4.05,28.6
1,2909,冬菇炝笋,12.2,1.8,38.5,2,22,0,26.6,5.55,34.35,10,15,0.75,54.75,0,6,0,3.1,11.9,13.25,11,37.25
1,2910,红椒皮蛋,46.5,39.75,86.25,12,12.5,0,88.1,63.9,21.9,23.1,37.8,0,132.2,15,12,0,7.5,1.45,47.5,19.2,121.35
1,2911,小米鹌鹑汤,8.2,4.95,32.85,33,9,0,39.8,30.8,6.4,11,16.5,0.75,61.75,0,9,0,6.5,2.55,9,9.75,60.2
1,2912,掌瓜贵妃蜜枣汤,7.5,0,123,0,189,0,67.35,63,188.4,0.75,0,7.5,213,0,99,0,0,81.3,83.7,0,154.5
1,2913,云片竹荪汤,26,23.25,35.4,1.75,23.1,0,42.65,45.8,19.05,2,2.75,0.75,85.6,0,20.4,0,1,7.05,28.8,3.25,69.4
1,2914,鲜鱼生菜汤,4,0,34.45,0,9.05,0,26.5,10.2,10.8,0,0,0,40.3,0,7.2,0,15,2.7,7.35,0,22.45
1,2915,兰花泥肠,28,0,47.8,7.5,29.7,0,35.35,25.1,37.3,15.25,45.5,0,34.2,1.5,31.8,0,7.5,20.1,16.2,33.75,35.45
1,2916,草鱼粉皮煲,28.2,8.25,175.05,4.5,21,0,120.6,50.4,40.15,25.85,37.3,3.9,171.8,0,24,0,69.8,6.75,24.75,26.5,109.2
1,2917,野菊花烧草鱼,16.8,79.8,687.8,197.5,161.1,0,498.8,255,376.8,12.4,14.2,120.6,726.8,150,131.4,0,217.8,114.3,346.8,18,446.1
1,2918,枸杞杜仲鹌鹑汤,5.8,4.5,23.9,60.8,21,0,42.1,37.7,14.4,21.8,22.2,2.1,76.7,6,9,0,6,1.8,16.2,14.8,77.2
1,2919,雪梨饮,50,20,60,0,0,0,23,29,78,0,0,0,100,30,0,0,0,30,50,0,50
1,2920,木耳莴苣,16,5.25,81.2,0.5,47.05,0,57,3.95,71.8,17.25,26.5,0,116.3,0,7.2,0,7,23.45,25.85,15.25,78.45
1,2921,海参烧黑木耳,20,5.25,24.75,1,64,0,17,32,55,11,15,0,46.5,0,51,2.5,4.5,26.75,31,11,41.75
1,2922,蚌须汤,2.9,0.45,46.15,1,6,0,33.2,15.5,3.6,4.2,9.5,0,41,0,6,0,21.4,1.2,4.8,5.75,23.35
1,2923,芹菜红枣蚌肉汤,48,72,126,0,60,0,157.2,93.6,55.2,0,0,0,174,0,12,120,12,98.4,57.6,0,138
1,2924,蒲菜粥,0,45,55,60,6,0,37.2,125.2,3.6,0,45,45,70,0,6,0,3,31.2,49.8,45,37
1,2925,金银花蒸鱼,26.8,16.55,245.35,7,25.8,0,181.5,78,44.6,17.4,14.2,14.35,264.75,0,28.2,0,118.8,15.3,28,18,141.4
1,2926,糖醋海带,19.5,3.45,204.25,68.3,45.5,0,45.4,96.45,186,13.15,13,3,248,50,27,0,3.2,47.5,106.5,13.8,170
1,2927,小枣窝头,0,0,489,0,0,0,105.9,158.1,225,0,0,0,489,0,0,0,18,0,0,0,471
1,2928,奶油南瓜羹,25,9,36,0,0,0,28,18,24,0,0,0,54,16,0,0,6,8,8,0,48
1,2929,炸香蕉,82,14.1,97.4,0,0,0,30.75,37.7,105.05,20,10,0,163.5,20,0,0,2.7,35,26,15,114.8
1,2930,枸杞牛膝炖煮玉米粥,12.1,0.75,16.75,19.3,24.1,0,21.65,15.4,18.5,17.45,11,8,36.6,9,8.4,0,4.8,14.2,15.4,7.8,30.8
1,2931,山楂核桃白糖饮,3,15,142.5,0,34.5,0,49.5,49.5,66,30,6,0,181.5,1.5,6,0,22.5,4.5,3,27,138
1,2932,蒜茸拌蜇皮,28.2,7.5,95.8,14.15,146.85,0,50.15,67.8,123.55,51,86.75,0,71.35,15,119.4,0,17.1,49.05,82.05,46.95,97.35
1,2933,洋参山楂乌鸡汤,7.1,2.25,68.25,161,21.9,0,123.3,105.1,9.6,22.5,37.7,6,200.3,0.3,16.2,0,8.5,3.9,17.1,18.65,216.85
1,2934,葛根粉粥,0,0,90,0,0,0,19,28,33,10,35,0,55,0,0,0,20.5,7.5,0,25,37
1,2935,黑米党参山楂粥,6.6,3,27.5,0,0.9,0,20.8,10.6,0.6,6,1.2,7,28.3,0.3,1.2,0,5.5,0.9,0.6,2.4,28.6
1,2936,清炖冬菇汤,39.5,8.1,22.35,10,19.05,0,30,12.8,27.6,28.6,23.5,7.5,48.8,0,19.2,0,6.2,15.15,15.75,29.25,32.65
1,2937,生姜附片羊肉汤,12.5,30.65,81.45,1,51.4,0,64.2,22.7,3.6,86.5,66.95,0,104.05,0,6,0,45.55,1.2,4.8,69.2,56.25
1,2938,椰子炖天麻,28.75,0,58.75,0,0,0,26,20.5,41,0,0,0,62.5,25,0,0,0,15,20,0,52.5
1,2939,鲜奶水晶香蕉,24.5,7.5,163,0,0,0,16,46.5,132.5,0,0,0,175,20,0,0,4,20,20,0,151
1,2940,枸杞牛膝小米粥,0,0,25,16.5,13.5,0,14.25,16.75,16.5,7.5,0,6,41.5,7.5,0,0,3,7.5,7.5,0,37
1,2941,茯苓黄芪粥,20,7.5,62.5,0,5,0,50.5,27.5,5,12,0,8,74.5,0,0,12.5,20,10,11,0,59
1,2942,薏苡仁党参粥,6,3,46,0,0,0,29,20,0,6,0,11,44,0,0,0,9.5,0,0,1.5,44
1,2943,太子山楂粥,12.6,6,33.5,0,0.9,0,29.8,10.6,0.6,12,1.2,10,40.3,0.3,1.2,0,7,0.9,0.6,3.9,40.6
1,2944,夏枯草煲猪肉,6.5,1.5,15.45,1,55.05,0,11.6,19.4,41,7.5,9.5,0.75,20.05,0,49.2,0,2,16.5,34.05,6.75,20.2
1,2945,马兰兔肉,13.6,0.3,46.6,122,9,0,84.7,81.15,19.1,6.55,10,0,172.5,0,9,0,2.1,4.8,7.2,8.25,169.15
1,2946,海鲜面,17,6,13.6,2.6,15.8,0,17.2,9.9,20.4,7.5,8,0,31.2,0.8,15,0,6,9.1,14.4,8,17.5
1,2947,卤冬菇,35,0,20.25,0,11.25,0,18,9.6,28.9,10,5,0,49.5,0,12,0,0,12.45,13.8,7.5,32.75
1,2948,香炸核桃鸡片,261.9,45,81.1,1,74,0,137.8,49,110.7,165.5,58.5,0.75,382.25,0,9,12.5,47.2,86.8,15.8,125.25,187.95
1,2949,卤香菇,22.5,2.25,80.7,3.2,43.35,0,32.45,22.65,88.7,8.2,5.5,2.25,94.95,0,49.3,0,1.65,7.65,46.8,8.25,87.65
1,2950,清蒸狮子头,23.8,15.3,74.4,4,129,0,47.5,64.5,109.5,25,38.5,3.6,108.4,0,96,0,10.8,47,63.95,24.45,100.3
1,2951,牡丹花蒸鱼,26.8,11.55,242.35,5,25.8,0,181.5,75,37.6,17.4,14.2,4.35,264.75,0,28.2,0,118.8,9.3,24,18,141.4
1,2952,榛蘑烧花菜,17.1,2.1,37.85,2.7,43.25,0,27.35,19.45,46.15,10.05,14.1,0.3,55.6,3,30,0,7.1,14.7,23.7,9.3,48.2
1,2953,炒兔丝,7.65,6.18,37.92,35.5,36.05,0,44.9,36.86,31.59,9.95,19.1,1.8,77.2,0,25.2,0,5.16,11.5,23.05,13.5,70.09
1,2954,麻辣蒸鱼,21,27.75,370.5,5.5,42.75,0,264.5,106.25,59,37.75,59.5,6.75,350.25,0,51,0,172,4.5,42.75,40.75,207.5
1,2955,腐竹银杏西米露,36,0,204,0,0,0,44,54,140,2,0,20,216,0,0,4,0,20,12,0,208
1,2956,金菊猪脑羹,19.5,6,42.75,4.25,112.5,0,19.25,53.5,90.75,21.5,27.5,5.25,65.25,0,87,0,5.5,47.25,51.75,18.75,61.75
1,2957,杜仲粥,0,0,20,0,0,0,10,10,0,0,0,4,16,0,0,0,4,0,0,0,16
1,2958,橘子山楂桂花羹,6.3,0,25.8,0,4.9,0,13.3,8.5,15.2,0,6,0,21,4,6,0,0,6.3,5.3,4.5,20.9
1,2959,酸辣兔肉,301.45,35.7,129.6,86,42.75,0,190.4,66.6,148.4,190.1,201.8,8.4,305.8,37.5,42,0,40.7,81.8,67.95,166,239.05
1,2960,糖霜桃仁,25,25,200,0,50,0,70,70,100,60,5,0,295,0,0,0,37.5,7.5,0,45,210
1,2961,凉拌蚕豆,102.5,0,170.4,0,42.6,0,111.6,10.5,192.4,1,0.5,0,245.6,0,44.4,25,0,56.75,86.6,0.75,171.4
1,2962,荠菜饺子,45.5,30,43.6,25,27.9,0,69.9,19,69.6,13.5,38,0,106.4,0,27.6,0,27.5,12,20.4,32,80.1
1,2963,荷叶郁金粥,1.8,1.5,32.9,0.6,2.7,0,16.15,14.95,8.4,0,3.6,7,24.4,0.9,3.6,0,4,4.5,3,2.7,25.3
1,2964,菊花山楂茶,1.2,6.75,7.5,6.75,6.3,0,10.35,5.7,12.45,0,2.4,11.25,11.85,0.6,2.4,0,0,13.05,12.45,1.8,1.2
1,2965,玉米冬瓜粥,47.5,0.75,22.25,10.5,17,0,19,15.55,40.2,23.25,19,0,62,5,12,0,3.8,25.9,24.6,19,24.7
1,2966,银耳椰子猪腱瘦鸽汤,12.1,1.65,41.15,54,70.6,0,44.7,67.9,61.2,5.7,4.5,0,110.8,12,52.2,0,1.7,29.4,39.8,2.25,106.35
1,2967,锅巴虾仁,35.25,13.8,75.35,39.5,65.1,0,84,64.6,45.4,35,11,0,172.6,7.5,35.4,2.5,30.6,32.4,36.8,9.5,119.7
1,2968,清甜红豆糕,82.5,0,325,0,52.5,0,149.5,102.5,204,4,2,0,453,0,0,5,0,13,80,3,364
1,2969,莲子汤,0,45,360,0,45,0,105,120,225,0,0,0,390,45,0,15,0,0,60,0,390
1,2970,白果面筋,60,12,21.5,0,30,0,45.25,7.15,62.1,9,2,50,38.5,0,33,0,4,34.8,38.2,3,43.5
1,2971,粉葛赤小豆骨汤,9,0,1041.1,0,86.4,0,212.6,345.6,378.3,200,700,0,369.45,0,64.8,2.25,350,186.9,36.9,500,62.7
1,2972,葱油蜇皮,12.45,0,31.85,4.6,107.1,0,9.1,53.55,87.85,5.5,7,0,61.1,4.5,83.4,0,1,40.8,48.9,6.5,58.8
1,2973,首乌巴戟兔肉汤,2.7,0.75,28.85,81.2,12,0,57.8,54.8,7.2,5.7,8.7,0,104.8,0,12,0,2.7,2.4,9.6,5.55,105.25
1,2974,桂花赤豆汤,101.8,0,451.8,0,0.9,0,131.8,90,332.7,0,0,0,529.5,0,0,25,0,50.68,50.68,0,453.15
1,2975,虾子烧冬笋,31.5,3.93,54.47,6.3,46.1,0,41.65,6.36,73.14,21.15,16,3,95.9,0,27.4,0,4.86,20.5,33.1,18.3,65.54
1,2976,红焖花菇,12.8,3.75,41.25,1,43.7,0,31.8,14.6,52.3,3.8,5.4,1.35,57.95,0,37.8,0,2.7,14.05,37.45,4.8,43.5
1,2977,双白炒虾仁,96.1,7.2,25.6,62.5,98.1,0,105.8,55.15,40.3,88.25,33,75.75,142.35,0,38.4,0,51.7,94.2,24.3,21,98.3
1,2978,美味海带,8.5,5.85,53.05,18,35.6,0,20.8,26.3,57.4,16.5,25.3,2.4,55.9,8,29.4,0,7,19.75,48.6,16.5,29.15
1,2979,豆浆粥,20,0,85,0,0,0,29.5,18.5,57,0,0,2,98,0,0,5,2,10,10,0,83
1,2980,菊槐绿茶饮,0,1.35,0.9,1.35,0.9,0,1.35,0.9,2.25,0,0,2.25,2.25,0,0,0,0,2.25,2.25,0,0
1,2981,番茄洋葱芹菜汁,16.8,3,20.8,11.4,4,0,20.8,14.5,13.2,7.5,25,0,15.2,10.8,0,5,5,8.8,10.6,17.5,14.1
1,2982,烩菠萝羹,10,1.2,235.8,0,0,0,31.5,71.9,143.6,0,0,0,237,10,0,0,0.4,6,8,0,232.6
1,2983,凉拌木耳,12.5,8.75,28.65,0,14.1,0,20.55,9.45,23.5,10.5,8.5,0,47.1,0,8.4,0,8.5,3.7,7.9,8.25,35.65
1,2984,菠萝水果冻,30,0,630,0,0,0,84,192,384,0,0,0,630,30,0,0,0,18,24,0,618
1,2985,小糖窝头,7.5,0,672.5,0,0,0,105,209,366,0,0,0,672.5,7.5,0,0,19.5,4.5,6,0,650
1,2986,煎熬带鱼,31.45,5.85,195.15,21.3,65.25,0,148.85,59.4,89.5,21.25,22.7,2.85,199.55,22.5,71.4,0,80.7,11.1,78.45,20.55,128.2
1,2987,巴国清明粑,20,48,277,0,10,0,82.5,83.5,189,0,0,0,355,0,0,0,16,7.5,7.5,0,324
1,2988,杜仲青椒腰花,25,6.12,54.78,2.5,75.3,0,28,34.49,65.46,35.75,52.5,1.5,48.5,0,61.2,0,10.54,28.8,36,31.75,56.61
1,2989,油炒糖栗子,33.5,0.48,33.02,0,4.8,0,24.65,10.81,25.34,11,5.5,0,62.7,0,3.6,0,0.16,10.05,10.8,8.25,42.54
1,2990,葱油鲩鱼,42.4,7.05,245.2,5.5,26.85,0,183.9,74.35,40.8,27.95,27.3,4.65,265.65,0,29.4,0,119.4,13.05,25.05,28,141.5
1,2991,葱油炒黄豆芽,39,0,24,2,19,0,28.8,4.8,41.4,9,13,0,62,0,9,0,2,13.8,14.7,11.5,42
1,2992,炒菊花菜,22.5,0,48.45,15,22.05,0,30.6,16.8,59.6,1,25.5,0,63.3,0,19.2,0,10,7.05,12.75,20.75,57.45
1,2993,凉拌芹菜叶,6,0,24.15,13.5,19.35,0,16.6,8.5,36.9,1,0.5,0,27.1,15,20.4,0,0,1.75,29.85,1.75,29.65
1,2994,番茄芹菜汁,12.2,7.5,14.7,9.6,5,0,17.7,15.5,15.8,0,0,0,21.3,15.2,0,12.5,0,15.2,15.4,0,18.4
1,2995,鲜芹菜汁,25,37.5,37.5,0,25,0,62.5,37.5,25,0,0,0,62.5,0,0,62.5,0,50,25,0,50
1,2996,茼蒿菜粥,8,0,176,6,0,0,35,55,100,0,10,4,176,0,0,0,8,0,0,8,174
1,2997,海参豆花,69.18,22.5,171.26,24.96,51.3,0,98.35,75.45,121.2,44.2,86.85,16.5,173.25,0,42.6,20,29.64,49.55,61.25,58.03,140.73
1,2998,瑶柱蒸饺,6.3,2.55,64.3,1.6,107.25,0,29.75,62.2,84.55,5.5,10.3,1.05,86.65,0,84,0,18.2,37.95,46.05,8.15,71.65
1,2999,鲍鱼四宝羹,17.9,3.15,65,9.2,62.75,0,53.3,28.2,56.2,20.3,32.5,0.6,78.4,0,46.5,0,19,16.8,37.8,24.4,60
1,3000,玉菜扒排翅,25,0.6,170.4,0,25,0,129.5,48.2,41.3,2,1,0,205,0,15,0,75.2,12,19.5,1.5,112.8
1,3001,粉皮拌虾仁,8,0.75,13.65,41,71.1,0,41.4,38.3,13.8,41,1,0.75,101.35,0,31.4,0,30.5,34.8,12.3,1.5,55.4
1,3002,蚝油扇贝,3.2,1.05,154.65,0.6,9,0,110.2,47.1,6.2,5,7,0.45,152.05,0,9,0,76.5,2.4,7.2,4.5,77.9
1,3003,牛膝杜仲汤,30,0,53.5,23.5,7.5,0,47.2,16.3,48,3,0,6,96.5,4.5,0,7.5,0,22.5,18,0,74
1,3004,萝卜海蜇瘦肉汤,39.9,0.75,144.45,0,239.4,0,120,126.6,173.4,4.5,84.3,0,105.6,19.2,215.4,0,1.5,124.2,110.4,61.35,127.05
1,3005,海蜇拌豆腐皮,216.05,3,80,28.35,107.6,0,103.1,36.25,191.15,104.5,76,0,265.6,22.5,70.9,0,11.15,94.25,74.35,81.8,173.45
1,3006,食醋饮,4.25,0,4.25,24,0,0,16,6.5,10,0,0,0,2.5,30,0,0,0,0,24,0,8.5
1,3007,拌黄瓜丝,26.2,1.2,63.6,31.8,52.7,0,64.15,26.7,65.2,19.45,50,0,68.5,27,30,0,9.9,18.55,55.6,34.8,56.65
1,3008,海带茶,0,0,0.8,0.8,0.4,0,0,0.8,1.2,0,0,0,1.6,0.4,0,0,0,0.8,1.2,0,0
1,3009,黑木耳煲红枣,2.4,2.4,12.2,0,0,0,8.6,5.2,3.2,0,0,0,17,0,0,0,1.6,0,0,0,15.4
1,3010,炒素菜,11.5,4.8,42.95,4,36.25,0,33.25,15.15,48.1,3,4.5,3,70.2,0,21,0.8,9,8.5,21.5,5.25,55.25
1,3011,素炒杂烩,53.8,18.75,123.2,2.4,24.35,0,87.9,11.9,53.2,69.5,117.5,0,61.35,4,21.4,18.25,22.5,25.8,33.45,60.75,80
1,3012,西兰花素鸡马蹄冬菇汤,88.7,2.25,157.35,0,68.7,0,154.45,32.85,122.6,7.1,15.7,0.6,274.2,1.5,15,10,12.3,28.55,78.95,11.25,185.95
1,3013,西湖醋鱼,7.2,6.45,262.85,40,21,0,187.7,84.6,56.1,9.1,12.7,3.6,252.2,45,24,0,110.1,0,57,11.25,159.15
1,3014,杜仲猪腰汤,1.5,0.75,26.25,0,81,0,6.6,39,59.4,4.5,7.5,0,39,0,63,0,1.5,28.8,34.2,3.75,41.25
1,3015,粉葛鲮鱼汤,1.5,0.75,664.25,0,15,0,216.4,201.6,159,104.5,357.5,0,309,0,15,0,251.5,78,12,253.75,86.25
1,3016,双菇竹荪汤,12,0.75,12.2,2,11.05,0,11.1,5.3,15.1,6.5,8.5,0,16.3,3,10.2,0,1.5,5.8,11.75,5.25,13.7
1,3017,炒桂花鱼翅,10.35,6.3,67.9,19.1,68.85,0,58.25,39.15,71.95,3.15,7.7,0.6,72.7,22.5,69,0,14.7,23.1,64.95,5.55,64.2
1,3018,绿豆海带粥,20,0,48,8,4,0,25,13,42,0,0,2,69,4,0,5,2,18,22,0,38
1,3019,鱼香蘑菇,70.55,16.95,79.15,6.5,16.35,0,66.65,32.1,43.5,47.25,62.5,0,102.1,7.5,17.4,0,11.3,16.8,31.5,39.25,90.65
1,3020,桂花糖粥,210.6,0,1965.6,0,0.3,0,480.6,510,1185.9,0,0,0,2139,0,0,37.5,0,75.22,165.22,0,1936.05
1,3021,玉米须龟,0,0,96,0,0,0,61.2,34.8,0,0,0,0,96,0,0,0,36,0,0,0,60
1,3022,桂花莲子羹,0,37.5,57.5,0,37.5,0,63.25,27.25,42,0,0,0,82.5,37.5,0,12.5,0,0,50,0,82.5
1,3023,决明子炒茄子,40.4,5.7,51.1,12.5,12.3,0,41.3,10.45,30.3,39.95,62,8,32.8,0,19.2,0,11.9,17.45,21.6,34,37.05
1,3024,三丝莲片,24.85,87.75,217.45,30.45,75,0,179.8,86,133.6,36.1,60.05,3,234.95,112.5,0,25,16.8,1.2,130,35.55,251.95
1,3025,辣子鱼块,22.7,10.95,240.5,12.2,58.65,0,167.7,62.3,53.4,61.6,104.1,1.2,167.1,12,60.6,0,96.3,9,59.25,54.65,125.8
1,3026,香醋烹鱼,26.5,5.1,112.4,16,16.5,0,86.15,32.25,29.1,29,45,1.5,97,15,18,0,46.7,5.7,27.3,29.5,67.3
1,3027,黑木耳炒芹菜,54.8,34.8,55.4,1,35,0,74.4,35.7,41.4,29.5,40,0,76,0,15,50,8.2,50.5,32,26,64.3
1,3028,杜仲黄瓜汤,20.5,6.75,34.1,3,24.15,0,31.7,11.8,32,13,17,1.5,57.4,0,12.6,0,3.5,11.55,19.35,14,40.1
1,3029,牛膝丝瓜汤,25,12.75,45.45,13,46.3,0,46.75,31.2,47.55,17,17,9.5,87.8,6,22.2,0,4,25.45,31.6,14,67.45
1,3030,枸杞叶肉片汤,18.5,6.45,19.55,0,28.5,0,18.2,15.1,30.2,9.5,10,0,36,0,27,0,1.9,9.45,22.8,7.5,31.35
1,3031,紫菜鸡汤,14.5,0,2,1,0,0,4.5,1.5,5,6.5,7.5,0,10,0,0,0,1,3.75,0,7.25,5.5
1,3032,冬笋爆鸡片,20.4,6.15,27.9,25,16.05,0,38.5,25.7,24.3,7,4,0.75,83.55,0,7.2,0,0.5,10.2,13.95,6,64.85
1,3033,瑶柱冬瓜海鲜汤,4.1,0.75,73.85,58.1,108.2,0,52.4,81.55,73.8,37.25,10,0,168.4,12.8,53.8,0,41,66.4,60.6,5.5,71.5
1,3034,清炖茄子,32.5,1.5,43.7,3.75,34.05,0,32.85,31.55,44.85,6.25,14.75,0.75,71.8,0,28.2,0,4,26.55,33,10,41.95
1,3035,芹菜炒牛肉,7.9,12.45,36.15,12.25,5.25,0,33.2,29.3,6.4,5.1,12.7,7.5,46.3,0,0,7.5,12.4,11.8,9,13.05,27.75
1,3036,鲜百合冬菇西兰花汤,57.9,0.75,53.25,0,34.6,0,68.2,6.6,62.2,9.5,7.5,50,80,0,9,0,14.3,34.2,19.6,3.75,74.65
1,3037,蘑菇木耳西兰花腐竹汤,34.9,6.45,84.35,0,30.8,0,68.2,15.1,70.5,2.7,16.5,0,111,3,21,5,11.3,21.55,23.95,11.25,88.45
1,3038,酸辣鱼段,16.85,13.5,113.85,6.1,13.2,0,92.2,45.8,17.75,7.75,14,1.2,128.5,6,13.8,0,51.6,2.25,20.7,9.65,79.3
1,3039,牛肉鲜菜汤,143.5,27.75,238,40,200.75,0,249.5,140.5,202.5,57.5,169,1.5,259,15,168,37.5,73.5,85.25,179.5,117.75,194
1,3040,冬瓜拌西红柿,8.75,0,17.65,19.5,18.6,0,16.15,16.3,32.05,0,0,0,31.6,21.5,11.4,0,0,12.8,31.3,1,19.4
1,3041,桃仁青笋,3,0,39.9,0,50.1,0,32.6,6.3,53.7,0.4,0.2,0,64.4,2,26.4,0,0,17.1,35.3,0.3,40.3
1,3042,冬菇马蹄苋菜豆腐羹,35.3,2.1,36.9,9.6,18.6,0,44.05,9,45.45,4,21,0.6,65.5,0,11.4,4,8.3,7.45,23.75,17,46
1,3043,番茄双蛋,16.3,10.8,26.7,23.2,10.5,0,35.5,34,17,1,0.5,0,69,6,12,0,0,2.75,21.7,0.75,62.3
