kind,id,name,fei,xin,piwei,gandan,shen,sanjiao,qi,xue,yin,yang,xing,ku,gan,suan,xian,dan,sheng,jiang,chen,fu,hezhong
1,932,菠萝烧骨排,75.8,19.8,280.4,0,316,0,157.6,46.4,465.6,22.4,14.2,0.6,315.2,20,342,0,7.8,37.7,324.3,18,304.2
1,1192,淡菜嵌肉,14.6,9.9,81.95,10,29.05,0,59.85,30.45,28.2,27,38,6.75,80.05,0,20.7,0,32.8,12.42,14.83,30.5,54.95
1,1003,油烹银鱼干贝,22.4,10.95,117.8,16.3,15.05,0,98.6,58.2,17.35,8.35,10.1,0.3,160.4,0,11.7,0,47.3,7.82,15.48,7.8,104.1
1,306,绿豆芽炒肉丝粉,25.65,4.8,48.75,4.2,54.1,0,31.8,25.7,55.5,24.5,38.5,1.5,54.6,1.5,41.4,0,8.1,21.9,30.15,23.75,53.6
1,882,烧三色葫芦,34,1.74,107.41,1,107.75,0,114.5,35.58,89.72,12.1,70.8,0,67.6,12.5,101,0,4.08,57.7,76.25,49.7,64.17
1,62,烧茄子,44,2.1,50.4,0.5,46.5,0,42.5,18.95,66.3,15.75,20.5,0,72,0,51,0,3.7,22.5,58.5,13.75,45.05
1,1542,凉拌海蜇皮,21.25,7.5,81.6,18,92.65,0,52.95,37.5,83.95,46.6,75.8,0,47.1,22.5,75.6,0,15,28.7,68.15,38.7,70.45
1,137,卤味鲜海带,3.65,0,37.95,29.85,26.55,0,9.8,28.9,58.85,0.45,1.5,0,65.6,16.5,14.4,0,0.3,25.3,52.2,2.35,17.85
1,51,番茄炒蛋,19.15,12.15,26.2,8.5,6,0,26.75,31.1,13.4,0.75,2.5,0,51.5,12,6,0,0.5,5.2,20.9,1.75,43.65
1,110,凉拌海带丝,2.4,0.45,31.95,24,25.2,0,5.4,26.7,48.6,3.3,4.8,0,53.4,12,13.8,0,0.9,26.25,47.4,2.7,6.75
1,669,烩三丝海参,20.7,1.5,35,16.6,61.7,0,30.7,36,61.6,7.2,6.1,0.3,85,0,44.1,0,1.5,27.25,32.05,6.8,67.9
1,227,炒莴笋,6.2,2.7,57.55,0.5,46.55,0,41,3.15,64,5.35,9.3,0.9,87.1,0,16.2,0,3.2,17.35,29.95,7,56
1,180,红烧茄子,45.3,5.85,58,0.5,13.35,0,43.95,18.25,31.15,29.65,46.2,0.6,61.8,0,14.4,0,9.9,19.2,27.15,26.5,40.25
1,1657,凉拌黄豆芽,35.85,5.25,48.05,19.8,53.05,0,54.95,10.75,83.35,12.95,20.5,1.5,71.3,22.5,46.2,0,6.3,11.8,65.25,14.8,63.85
1,118,芝麻南瓜饼,28.25,6,17.25,3,3,0,21,10.5,20,6,3,0,46.5,8,0,0,2,10.5,4,6.5,34.5
1,1193,干贝白菜心,19.5,0.3,44.45,0,17.25,0,37.45,10.3,30.75,3,1.5,0,68,0,12,0,15.1,7.95,14.55,2.25,41.65
1,251,肉末炒芹菜,25,32.1,48.65,1.5,76.25,0,60.5,52.45,63.3,7.25,11.5,0.75,73.25,0,48,50,2.7,57.25,50.75,7.75,65.05
1,1674,焦头笋,32.7,11.85,54.55,6,47.4,0,51,11.6,69.8,20.1,21.3,4.65,101.95,0,24.6,0,9,22.5,32.4,23,65.6
1,1793,火腿夹鸡枞,5.9,1.5,35.05,96,43.05,0,64.2,80,34.1,3.2,3.1,0.3,143.9,0,34.2,0,1.1,16.2,19.35,3,141.85
1,2685,红扒鱼翅,31.2,3.75,189.05,4,99,0,118.45,58.65,126.4,23.5,28,2.25,195.35,0,101.4,0,58,19.65,84.75,23,141.6
1,2686,素烩,35.4,8.1,31.2,0,4.8,0,30.9,13.5,23.1,12,6,0,67.5,4.5,0,1.5,2.4,9.67,6.68,9,51.75
1,2699,芹菜拌肉丝,0.9,1.65,11.4,1,46.05,0,4.3,20.9,33.6,2.2,3.1,1.05,19.65,0,37.2,0,1.4,15.3,21.75,3,19.55
1,2700,松脆海蜇,7.2,1.2,46.7,12.4,106.5,0,17.35,53.85,94,8.8,14.5,0,60.5,15,84,0,2.8,36.75,58.5,8.15,67.8
1,2701,油焖春笋,25,0,72,0,73,0,39,12,109,10,5,0,102,0,63,0,0,18.5,62,7.5,82
1,2702,海米拌芹菜,37.5,45.75,58.25,19,58.5,0,97.3,55.8,52.9,13,13,0,92,15,24,75,7,67.05,59.7,8,77.25
1,2703,生煸豌豆苗,66,0,83.95,0.5,10.05,0,56.85,4.8,92.1,6.75,5.5,0,132.3,0,10.2,12.5,0.5,31.3,33.25,6.25,89.2
1,2704,凉拌茄子,38,3,51.15,1,16.35,0,38.9,18.3,30.8,21.5,36,0,56.1,0,17.4,0,7,18.3,29.55,20,34.65
1,2705,草菇菜心,20.8,1.98,21.42,0,14.1,0,19.95,9.06,24.89,4.4,5.2,0.6,41.1,0,11.4,0,1.86,8.55,14.55,4.5,28.84
1,2706,韭菜炒虾仁,18.5,0.75,15.25,27,46,0,34.5,20,15,38,47.5,0,40,0,20,0,10,15,12,35.75,34.75
1,2707,酸辣圆白菜,21.25,2.25,74,18.5,11,0,37.65,19.95,53.75,15.65,25.7,0,72.8,22.5,6,0,5,6,26.55,14.05,75.4
1,2708,凉拌茼蒿,23.25,6,31.5,13.5,23.25,0,35.25,6.6,38.65,17,39,1.5,24,7.5,25.5,0,12.5,3.6,27.45,26.5,27.45
1,2709,上汤菠菜,8.9,2.4,36.05,35.5,52.15,0,48.85,24.6,17.1,44.45,83.6,0.3,31.5,1,18.6,0,4.4,4.5,18.15,58.75,49.2
1,2710,蜜枣粉葛小豆扁豆汤,15.2,0,696.6,3.2,12,0,168.6,210.8,214.8,132.8,456,0,257,0,12,2,231.2,103.6,13.6,326,56.6
1,2711,荷叶鸭子,3.4,2.7,46.6,41.5,6.3,0,37.6,34.6,17.25,11.05,25.7,1.05,66.55,0,7.2,0,9.8,2.7,6.3,17.5,64.2
1,2712,天麻甲鱼汤,6,3.75,164.35,5,11.4,0,118.6,52.1,9.8,10,16.5,3,159.6,0,11.4,0,79.5,3,8.4,13.25,86.35
1,2713,芝麻芹菜段,121.5,150.75,156.15,11.25,128.35,0,272.6,160.5,128.4,6.5,8.5,0,292.1,0,17.4,250,1.5,212,114.1,12.75,227.65
1,2714,蜜汁双球,28,0,279,0,18,0,74.5,91.5,159,0,24,0,271,6,24,0,0,24,18,18,265
1,2715,澄沙羹,30,0.6,423.4,0,12,0,68,118.7,279.3,0,0,0,449.5,0,9,7.5,0.2,19.5,19.5,0,426.8
1,2716,粉葛煲鲮鱼,0,0,520,0,0,0,164,156,120,80,280,0,240,0,0,0,200,60,0,200,60
1,2717,槐花酒,0,157.5,150,195,30,0,195.75,107.25,79.5,150,150,187.5,195,0,0,0,75,75,75,225,82.5
1,2718,田七玉竹炖水鱼,0,0,195,0,12,0,138.9,60.9,7.2,0,0,0,195,0,12,0,97.5,2.4,9.6,0,97.5
1,2719,扒原壳螺鲍,14.2,4.35,194.35,1,84.1,0,126,86.8,78.2,7,13,0,221.6,0,62.4,1,79.7,33.4,38.35,8,138.55
1,2720,竹荪扒鲍脯,12,7.35,102.8,7.25,23.6,0,78.15,34.25,37.85,2.75,3.5,11.25,126.85,0,11.4,0,38.2,20.8,26.8,3.25,63.95
1,2721,花菇岩鲍,26.5,3.6,188.65,3.5,27.75,0,134.35,58.2,39.2,18.25,27,1.5,191.5,0,30,0,80.7,9.15,28.35,19.5,112.3
1,2722,天麻鱼片,38.35,12.15,109.45,3,10.05,0,90.35,41.9,27.75,13,8,2.25,152.55,0,10.2,0,50.6,9.3,10.65,12,90.45
1,2723,卤蚝油鲜鲍鱼,21.02,10.65,336.07,8,0.06,0,233.82,104.1,13.18,24.7,38.1,6.3,331.4,0,0,0,161.9,3.04,0.05,31.75,179.06
1,2724,大蒜腐竹焖鳖,41.5,14.25,268.75,0.5,9,0,176.8,47.55,23.4,86.25,145,0,177,0,9,3,104,7.8,13.2,73,136
1,2725,淮山枸杞子炖鳖,6,0.75,170.25,9,25.5,0,127.65,58.35,16.5,9,7.5,0,186,3,15,0,76.5,3,22.5,3.75,105.75
1,2726,油爆鲍花,46.5,2.1,176.4,3,13.5,0,140.3,51,41.2,9,8.5,26.5,192.6,0,11.4,2.5,77.2,26,21.25,8.75,108.3
1,2727,瑶柱雪蛤膏煲鸡,3.5,0.75,43.75,129,15,0,91.15,85.85,9,6,12.5,0,164.5,0,15,0,4.75,3,12,7.25,165
1,2728,菠菜炒鸡蛋,35.1,16.05,35.8,27.5,34.05,0,57.8,38.55,14.6,37.55,60.5,2.25,75.55,0,10.2,0,2.6,7.8,17.25,49.75,71.1
1,2729,清香豆腐,32.4,0,34.1,0,12,0,19.95,4.25,48.3,6,3.4,0,55.2,0.1,11.8,8,0,15.05,17.95,4.8,40.7
1,2730,生煸豆苗,139.4,0.9,159.9,1,14.3,0,116.3,3.5,178.8,16.9,10,0.75,268.35,0,11.4,25,0.8,65.25,61.5,13.5,174.45
1,2731,五彩紫菜汤,14.4,7.8,23.7,0,25.1,0,23.3,17.9,25.4,4.4,8.4,0.6,37.6,0.8,23.6,0,2.8,10.6,20,6.9,30.7
1,2732,芝麻菠菜,6.5,0,10.25,19,42.25,0,25.6,13.6,21.8,17,32.5,0,21.5,0,24,0,0,6.35,19.65,26.75,25.25
1,2733,黄豆芽蘑菇汤,10.5,0,10.9,0,16.1,0,11.5,5.4,19.6,1,0.5,0,22.6,0,14.4,0,0,6.15,14.7,0.75,15.9
1,2734,丝瓜豆腐瘦肉汤,9,0.3,31.8,0.5,33.4,0,19.05,9.85,45.35,0.75,2.5,0,48.7,0,19.8,4,0.6,16.2,21.6,1.75,34.85
1,2735,酸辣冬瓜汤,10.4,6.3,18.8,17.9,15.1,0,17.8,16.4,24.9,9.4,15.7,2.1,23.3,16,11.4,0,6.5,10.55,30.9,11.65,8.9
1,2736,麻酱素什锦,24.75,0,63.3,12.75,77.7,0,71.7,25.35,81.45,0,24,0,71.7,13.5,69.3,0,0,33.22,61.28,22.5,61.5
1,2737,西芹炒百合,130.9,23.7,26.6,0,27.3,0,94.95,24.4,71.95,17.2,5.1,100.3,52.4,0,13.2,37.5,1,95.7,46.1,6,59.7
1,2738,鲑鱼杂烩粥,4.8,0,56,1,10.2,0,34.5,28.3,7.7,1.5,6.6,8,46.4,0.4,10.6,0,13.5,3.75,8.75,4.7,41.3
1,2739,豆腐白菜丁,32.7,2.7,38.5,1,27.1,0,35.2,6.3,55.4,5.1,11.3,0.9,68.4,0,17.4,4,3.7,14.5,25.6,8,50.2
1,2740,素三丝,27.5,0.3,47.6,0,20.6,0,29.35,3.1,60.55,3,1.5,0,72.1,0,14.4,8,0.1,15.75,26.1,2.25,51.8
1,2741,香蕉粥,10,0,50,0,0,0,5,15,40,0,0,2,48,10,0,0,2,10,10,0,38
1,2742,冬笋香菇,9.5,0.9,24.6,0,10,0,10.95,7.5,23.55,3,1.5,0,37.5,0,6,0,0.3,6.2,7.55,2.25,28.7
1,2743,杜仲鲍鱼炖水鸭,0,0,105,240,15,0,184.5,166.5,9,0,0,0,345,0,15,0,22.5,3,12,0,322.5
1,2744,蚝油网鲍片,3.4,3.45,132.2,3,16.95,0,91.35,43.9,18.55,5.2,5.6,2.55,135.25,0,15.6,0,62.5,4.35,10.95,6.75,74.45
1,2745,蟹黄鱼翅,11.4,2.13,66.97,20,82.3,0,50.45,55.46,71.79,5.1,10.6,0.3,107.7,0,64.2,0,17.86,27.9,41.4,6.55,89.09
1,2746,素炒打碗花,21,0.45,15,9.3,11.25,0,21.6,1.65,27.6,6.15,22.5,0,22.5,0,12,0,7.2,3.45,10.05,17.55,18.75
1,2747,地龙炒鸡蛋,19,9,12,0,6,0,18.2,16.2,7.6,4,2,0,38,0,6,0,0,4.2,10.8,3,28
1,2748,香卤猴头,19.32,2.7,19.17,0,11.61,0,13.97,6.15,24.08,8.6,8.8,0.9,29.9,0,13.2,0,2.7,5.3,13.09,8.25,23.46
1,2749,上汤煨活鲍,23.6,0.9,315,9,9,0,232.7,94.8,25.8,4.2,18.6,0.3,329.6,0,9,0,156.9,5.25,8.4,15.75,171.2
1,2750,北芪杞子炖老鸽,10.9,0.45,33.6,86,11.05,0,66.8,53.7,7.8,13.7,4.5,0,128.3,2,7.2,0,8.9,1.2,12.85,2.25,116.8
1,2751,三珍烩鲍脯,19.3,2.4,77.3,20.5,9,0,70.3,36,19.2,3,9,0,110.5,0,9,0,33.2,5.55,9.9,8.25,71.6
1,2752,杂锦西瓜鸡汤,351.8,60,99.4,0.5,12.8,0,105,66.15,272.6,80.75,42.5,0,384.8,90,7.2,0,0.5,155.5,155.5,61.75,151.25
1,2778,咖喱魔芋豌豆,51.2,4.2,67,5,11.1,0,51.5,17.1,46.8,23.1,47.8,0.9,73.4,0,11.4,5,10.7,17.05,22.3,31.75,56.7
1,2779,绿豆芽拌海带,18,0,29.4,16,29.1,0,14.05,20.35,54.1,4,2,0,65.1,8,17.4,0,0,25,41.1,3,23.4
1,2780,木须瓜片,34.6,16.8,30.55,0,14.05,0,37.3,26.3,23.6,8.8,6.5,0,79.3,0,10.2,0,2.6,9.05,19.25,6.75,58.35
1,2781,白玉红油豆腐,45.2,0.6,48.7,0,18,0,28.85,11.15,60.5,12,6,0,78.4,0,24,4.1,0.2,23.55,24.15,9,55.6
1,2782,番茄肉丝汤,7.2,0.9,15.8,7,35.1,0,8.8,20.7,32.2,4.3,7.3,0.45,19.85,9,29.4,0,1.6,14.1,24.3,4.85,21.15
1,2783,蚝油烧茄子,57,12.15,98.25,5,5.1,0,56.2,24.9,45.4,51,70,3.75,98.35,0,5.4,0,15.3,20.1,16.5,45,80.6
1,2784,肉片烧莴笋,11.95,1.5,37.85,4.9,55.3,0,27.5,15.75,60.1,8.15,9,0.75,63.05,4.5,34.2,0,1.8,21.8,34.1,7.8,46
1,2785,香干肉丝芹菜,25.5,24.3,42.2,1,43.5,0,49.95,30.3,48.75,7.5,9.5,0.75,59.75,0,27,39.5,2.1,39.2,36.8,6.75,51.65
1,2786,松花拌豆腐,50.2,16.2,76.5,0.75,22.35,0,55.25,28.85,76.3,5.6,7.3,0.9,120.4,0,23.4,14,2.7,17.8,42.8,6.5,96.2
1,2787,素炒茄子,43.5,9,33.25,1,21.75,0,33.7,16.2,37.1,21.5,30,3,51.5,0,24,0,10,14.7,28.05,24.5,31.25
1,2788,腰果拌西芹,55,37.5,37.95,0,32.05,0,77.5,38.7,41.8,4.5,1,25,66.8,0,7.2,62.5,0,67.7,35.85,1.5,57.45
1,2789,扒鲜芦笋,18.5,3.3,78.1,4,51.1,0,54.4,7.15,78.45,15,18.5,2.25,122.85,0,11.4,0,4.1,26.3,29.3,16.25,79.05
1,2790,辣拌海带丝,29.35,7.95,77.2,21.65,43.35,0,44.95,29.55,53.55,51.45,85,0,51.6,13.5,29.4,0,17,26.55,42.3,46.45,47.2
1,2791,豆瓣烧茄子,54.5,5.7,93.2,1,35.6,0,52.6,25.1,82.8,29.5,40,0,111.6,0,38.4,0,8.4,21.7,46,26,87.9
1,2792,蕨菜拌皮蛋,29,19.5,35.4,6.25,11.85,0,45.4,32.8,17.3,6.5,16.5,0.75,73.35,0,11.4,0,5,3.05,21.3,12.5,60.15
1,2793,清蒸平鱼,3.3,3.45,122.2,4.8,34.25,0,88.2,44.3,27.6,7.9,12.5,3,122.5,0,30,0,56.2,8.8,23.05,11.05,68.9
1,2794,桂花板栗,40,0,200.5,0,12,0,123.75,57.25,71.5,0,0,0,243.5,0,9,0,0,4.5,64.5,0,183.5
1,2795,拌皮蛋豆腐,95.25,22.5,141.7,18.5,62.55,0,112.35,37.05,153.35,37.75,52.5,0,175.3,22.5,70.2,20,9.5,29.3,110.75,31.75,159.2
1,2796,什锦凉粉,18.3,4.5,41,13.6,36.6,0,37.9,9.3,36.3,30.5,52,0,8.6,15,38.4,0,10.4,6.3,43.8,28.3,25.2
1,2797,大酱拌芹菜,50,75,80.4,0,53.6,0,126.8,76.8,55.4,0,0,0,128.6,0,5.4,125,0,101.8,53.6,0,103.6
1,2798,冰糖水晶西瓜,625,250,825,0,0,0,295,385,1020,0,0,0,1325,375,0,0,0,375,625,0,700
1,2799,海带粥,5,0,24,4,5,0,11.6,14.6,9.8,2,1,4,28,2,3,0,4,6.1,8.4,1.5,18
1,2800,油炸芹菜,88,91.2,91.8,3,68,0,155,88.4,76.6,22,26,3,173,0,15,125,11.4,112.5,62,24.5,131.6
1,2801,盐酥香菇,31,0.6,37.9,0,31.5,0,22,9.2,59.8,10,5,0,60,0,36,0,0.2,9.75,33.75,7.5,49.8
1,2802,决明烧茄子,51,3.3,43.7,20,9,0,44.55,24.9,38.55,19,30,12.75,66.25,0,18,0,6.1,31.05,31.2,18.5,40.15
1,2803,三耳汤,1,0.6,46.4,0,0,0,5.7,14.2,28.1,0,0,0,48,0,0,0,0.4,0.15,0.15,0,47.3
1,2804,山楂核桃饮,3,15,337.5,0,34.5,0,69,108,183,30,6,0,376.5,1.5,6,0,22.5,4.5,3,27,333
1,2805,鲍鱼竹荪汤,10.9,1.65,32.4,1,7.05,0,24.2,6.8,19.8,2.2,3.1,1.05,39.15,0,7.2,2.5,8.9,6.2,10.85,3,24.05
1,2806,莲子粥,1.2,9.45,52.35,1,13.5,0,36.3,27.5,12.7,1,1,8.75,51.75,7.5,6,2.5,9.3,1.2,14.8,1.5,50.7
1,2807,青蒜炖羊肉,92.9,144.25,479.45,0.9,209,0,365.45,108.1,20.1,432.85,384.4,0.3,532.8,0,9,0,230.6,4.8,7.2,345.1,338.8
1,2808,拌菠萝丁,29,0,44.5,0,19,0,31.75,18.25,42.5,0,0,0,52.5,25,15,0,0,21.5,35.5,0,35.5
1,2809,熘皮蛋,76.4,34.05,147.05,12.5,10.5,0,109.55,36.2,31.3,103.45,162,0,91.5,15,12,0,31.6,7.5,34.5,86.5,120.4
1,2810,糖醋皮蛋,92.5,31.65,272.85,121.5,10.5,0,168.5,133.8,185.95,40.75,53,0,314,150,12,0,9.3,12,148.5,36,323.2
1,2811,地骨皮粥,4,9,7,0,0,0,7,5,8,0,0,2,18,0,0,0,2,2,2,0,14
1,2812,紫菜豆腐虾米瘦肉汤,14.2,2.55,36.3,4.5,51.45,0,19.9,23.8,54.45,10.85,11.7,0.6,50.5,0,42.2,4,6.3,21.55,29.65,7.75,43.75
1,2813,冰糖莲子汁,0,7.5,85,0,7.5,0,20,27.5,52.5,0,0,0,90,7.5,0,2.5,0,0,10,0,90
1,2814,降压茶（一）,15,0,90,120,0,0,82.5,52.5,90,0,0,0,75,150,0,0,0,0,120,0,105
1,2815,番茄鱼片,14.5,5.55,77.45,1,18,0,53.2,28.05,30.25,5,3,0.75,97.75,0,15,0,23.1,10.2,16.8,4.5,61.9
1,2816,碧海珊瑚,15,0,165,0,0,0,27,51,102,0,0,0,165,15,0,0,0,9,12,0,159
1,2817,草菇鱼片粥,8.2,0.3,102.6,0.3,8.1,0,66.8,36.15,13.9,2.65,4.7,6,99.4,0,8.4,1,36.9,4.25,9.65,2.85,65.85
1,2818,牛奶菠菜汤,46.5,30,65,24.5,33,0,76.3,40.55,24.4,57.75,104.5,7.5,78,0,9,0,28,7.05,10.2,77.5,76.25
1,2819,柳松茸烧冬笋,12.65,1.5,34.6,6,29.75,0,25,13,34.7,11.8,15,0,47.2,4.5,17.8,0,4.4,13.3,20.65,8.9,37.25
1,2820,炒素什锦,40,6.3,67.05,3,28.65,0,63.05,19.95,46.5,15.5,35.5,1.5,77.9,3,24.6,2.5,7.1,18.42,31.72,25.25,62.5
1,2821,白果炒牛肉,111.1,12.9,134.15,2.5,13.35,0,131.05,30.3,48.4,64.25,93,75.75,90.85,0,14.4,0,48.6,50.32,30.68,51,93.4
1,2822,麻油松仁拌茭白,23.2,15.75,76.65,0.2,17.7,0,50.95,11.95,20.3,50.3,83,0,26.6,0,11.4,12.5,16.7,13.05,15.1,42,46.65
1,2823,凉拌海参,9.45,1.5,48.3,8.4,109.35,0,18.3,52.95,95.75,10,19.5,0,63.6,7.5,86.4,0,4.6,37.95,54.15,11.45,68.85
1,2824,鲜草菇丝瓜鱼片汤,19.32,2.25,83.59,0.74,15.4,0,58.7,21.75,34,6.85,12.1,0.6,95.6,0,9,4,27.36,11.55,16.2,8.07,58.12
1,2825,麻辣豆腐条,50.5,14.25,95.5,21.75,93,0,73.75,36.5,127.5,37.25,49,9,126,0,87,4,14.5,25.75,76.75,48.25,109.75
1,2826,蘑菇烧冬瓜,14.9,2.4,48.1,32.5,36.1,0,16.65,43.45,69.95,3.95,5.6,0.3,91.7,16,20.4,0,1.9,40.1,67.5,4.75,19.75
1,2827,冰糖湘白莲,0,37.5,500,0,37.5,0,107.5,160,307.5,0,0,0,525,37.5,0,12.5,0,0,50,0,525
1,2828,烧菠菜,37.5,6,18.25,24,38.25,0,39.8,15.8,29.4,39,55.5,0,53.5,0,15,0,2,13.05,12.45,47.25,49.25
1,2829,烹冬菇丝,7.9,2.4,4.2,1,0,0,5.45,2.6,2.75,4.7,8.1,0.3,7.1,0,0,0,2.4,1.5,0,6.5,5.1
1,2830,松花皮蛋,66.7,44.7,154.5,1.5,24.6,0,118.2,47.8,30.4,95.6,157.3,0.9,107.4,0,26.4,0,32.7,2.5,41.1,82,133.7
1,2831,罗汉豆腐,81,0.75,111.1,7,44.65,0,71.15,18.75,133.6,21,28,0.75,155.15,2,38.6,20,0.5,42.25,52.4,27,122.35
1,2832,三菇腐皮,57.6,0,31.15,2,24.75,0,25.4,12,55.1,23,20,0,68.5,0,27,0,2,18.15,24.3,22,49.05
1,2833,干炸茄圆,32,15,44.35,4.5,19.65,0,44.5,22.4,40.2,8.4,22.2,2.1,69.6,0,21.6,0,11.3,10.95,30,16.5,46.75
1,2834,茄汁茭白羹,12,2.25,48.3,9,33.45,0,34.35,10.35,54.3,6,4.5,2.25,78.45,9,10.8,0,1.5,19.65,26.25,6.75,50.85
1,2835,双椒拌松花,55.7,44.7,104.25,0,19.35,0,93.85,66.45,22.1,41.6,67.3,0.9,135.4,0,20.4,0,14.7,3.9,40.95,36,128.45
1,2836,清炖冬菇,33.7,8.1,46.65,10,19.05,0,41.5,25.4,32,18.6,18.5,7.5,72.3,0,19.2,0,6.2,14.85,22.95,21.75,51.75
1,2837,麻辣莴笋,20,5.25,150.9,12,99.35,0,105,14.1,152.9,15.5,20.5,1.5,230.1,15,20.4,0,6,47.35,68.35,15,150.8
1,2838,海蜇粥,19,0,267,0,39,0,64.5,93.5,167,0,0,0,307,0,18,0,0,9,35,0,281
1,2839,海蜇马蹄猪腱汤,31.5,0.75,64.45,0,118.8,0,65.4,60.8,84.8,4.5,7.5,0,138.4,0,69.6,0,1.5,31.2,78.4,3.75,100.65
1,2840,熘果味脆皮卷,139.8,9.45,112.9,28.6,25.25,0,81.4,41.5,135.5,57.6,36.5,3,227.3,30,19.2,0,5.5,42.25,49.9,47.85,170.5
1,2841,挂霜藕片,13.5,76.5,326.5,0,66,0,147.5,134,201,0,0,0,398,60,4.5,20,1,2.25,91.25,0,388
1,2843,山楂牛肉干,34,22.5,190,12,294,0,74,174.5,261,43,80,12,220.5,3,237,0,23.5,110.25,132,63.25,223.5
1,2844,滑炒里脊丝蕨菜,22.6,12.33,43.27,9,32.1,0,37.2,24.86,34.24,23,50,3,39.9,0,26.4,0,15.16,10.2,18.3,33.25,42.39
1,2845,草菇熘番茄,52.8,20.4,52.7,4.5,11.1,0,55.3,48.45,28.6,9.15,9.7,0.6,113.8,6,11.4,0,2.5,13.55,30.55,9.25,85.65
1,2846,拔丝荸荠糕,101.75,24.75,506,0,60,0,193.75,178.75,306,14,7,0,685.5,0,0,0,6,10.5,84.5,10.5,581
1,2847,茵陈淡竹叶粥,0.6,0,65.45,0.45,0,0,15.25,23.5,27.75,0,0.75,4,61.75,0,0,0,4.3,0,0,0.6,61.6
1,2848,莲藕蚝豉发菜猪舌汤,2.66,96,144.96,0,172.28,0,162.46,99.4,153.04,1,0.5,0,228,96,59.4,32,0,27.81,160.46,0.75,226.88
1,2849,水晶小花篮,468,474,703,0,0,0,642.5,354.5,48,600,1050,150,445,0,0,0,452,0,12,750,431
1,2850,皮蛋饺,23.75,21.75,56.9,1,92.1,0,59.35,60.75,73.9,1.5,5,0,128.1,0,62.4,0,6,25.5,61.1,3.5,99.4
1,2851,怀山竹荪炒豆芽,29.5,0.75,19.25,1,22,0,25,6.5,29,12,15.5,0,42,0,15,0,2.5,10.5,19,11.75,28.75
1,2852,怀山菟丝油炸饼,56.5,24.75,33.25,1,36,0,42.8,25.3,57.4,26,22.5,0,102,0,27,0,10.5,25.8,20.2,22.25,72.75
1,2853,羊肉煲,30.2,100.2,231.5,12,194.1,0,226.6,116,2.8,222.6,81.3,0.9,482.9,0.5,2.4,0,161.7,0.3,2.5,198,205.5
1,2854,山楂包,30,30,470,0,45,0,152.5,152.5,270,0,60,0,440,15,60,0,10,45,30,45,445
1,2855,玉米粉粥,0,0,15,0,0,0,8,7,0,0,0,2,13,0,0,0,3.5,0,0,0,11.5
1,2856,炒莴笋丝,19.95,2.25,77.55,3.6,61.15,0,58.75,4.5,81.75,19.5,25.5,0,112.9,4.5,21.6,0,4.5,28.1,41.15,15.75,75
1,2857,椒油炝藕片,14.5,76.5,117.85,12,97.65,0,146.2,54.8,104.5,13,17,0,161.9,90,24.6,25,3,4.8,132.85,10.5,167.35
1,2858,鱼丸清汤,3.7,2.7,65.95,0.5,12.15,0,49.3,22.35,9,4.35,8.8,0.9,62.7,0,12.6,0,33.2,1.8,10.35,6.25,33.4
1,2859,葱蒜拌藕片,8,78,128.4,1,96.6,0,144.4,53.3,94.8,19.5,35,0,153.6,75,23.4,25,7,1.8,119.8,18.5,164.9
1,2860,紫菜豆花羹,40.2,16.38,64.47,6,19.75,0,50.25,30.46,59.49,6.6,6.3,0.9,107.6,2,18,12,2.76,15.6,37.95,4.5,85.99
1,2861,玉米粥,0.75,0,10.75,0,0,0,6.6,4.3,0.6,0,0,0,10.75,0.75,0,0,3,0.45,0.6,0,7.45
1,2862,玉米蚌肉汤,0,0,38,0,9,0,26.4,15.2,5.4,0,0,0,38,0,9,0,15,1.8,7.2,0,23
1,2863,冰糖山楂粥,1.8,0,47,0,2.7,0,17.65,18.55,15.3,0,3.6,4,39.4,0.9,3.6,0,4,2.7,1.8,2.7,40.3
1,2864,番茄柠檬汁,7.8,1.8,8.4,8,6,0,8.6,6.4,14.6,2.4,4.2,0.6,7.2,14,6,0,1.8,6.2,14.8,3,6.2
1,2865,百花蒸蘑菇,27.53,8.4,41.96,13.06,35.25,0,43.95,32.95,31.7,17.6,9.9,3.15,87.15,0,26,0,12.14,18.75,26.25,9.83,59.23
1,2866,法式鱼卷,86.7,34.95,388.85,26,27,0,321.5,169.7,26.2,46.1,134.3,1.65,378.05,0,12,37.5,178.2,35.4,30.6,96.5,222.8
1,2867,藕断丝连,35.5,76.5,287.5,1.5,61.5,0,149.75,120.75,184,8,4,0,378.5,60,0,20,1,7,89,7,358.5
1,2868,首乌肝片,27.35,8.4,44.3,84.95,30,0,65.15,62.45,31.15,36.25,57.75,31.5,72.75,7.5,25.5,0,13.1,35.4,44.85,35.1,66.55
1,2869,决明子茶,2,2.25,1.5,5.25,1.5,0,3.75,2.5,6.25,0,0,5.75,5.25,0,1.5,0,0,5.75,5.25,0,1.5
1,2870,山楂茯苓茶,14.3,9,14.25,12.75,8.7,0,21.9,10.55,24.55,2,4.6,15.25,27.4,0.9,6.6,4.25,0,23.45,18.55,4.2,14.3
1,2871,参芪煲鹌鹑,13.5,3.75,29.25,48.5,6,0,50.2,31.95,3.6,15.25,10,3,82,0,6,0,7.5,1.2,6.8,7,78.5
